node_id,node_name,node_type,0,1,2,3,4,5,6,7,8,9,10,11,12,13,feat_name,score,mean,std,dist
0,adservice-0,pod,0.046231527,0.0,0.54964566,0.64707446,0.0,0.0,0.0,0.0,0.04209606,0.12108815,0.0,0.0,0.39624357,0.619425,feat,0.0,0.38779830125000003,0.14678748279114062,0.078529045
0,adservice-0,pod,0.043376632,0.0014638698,0.49017915,0.57698953,2.4519812e-08,1.7648413e-09,1.7720364e-08,3.2716092e-09,0.081826,0.27530092,3.0944204e-08,3.6278852e-08,0.41512898,0.71210337,feat_mean,0.0,0.38779830125000003,0.14678748279114062,0.078529045
0,adservice-0,pod,0.039410017,6.0015594e-05,0.5390985,0.63842005,1.0521858e-09,4.436905e-12,6.32561e-10,7.531711e-12,0.04334548,0.13608383,8.7633656e-10,1.6186599e-09,0.40529633,0.6170914,feat_pred,0.0,0.38779830125000003,0.14678748279114062,0.078529045
1,adservice-1,pod,0.010444922,0.0,0.06437898,0.073571205,0.0,0.0,0.0,0.0,0.023612611,0.3600096,0.0,0.0,0.10115194,0.6204612,feat,0.0,0.6700404118819444,0.09666091598535252,0.0
1,adservice-1,pod,0.023275826,0.0015770261,0.120704904,0.13323706,3.1356976e-07,2.895224e-09,3.992272e-08,4.026703e-09,0.08177152,0.46573102,1.6647907e-07,4.9248825e-07,0.33349112,0.70640016,feat_mean,0.0,0.6700404118819444,0.09666091598535252,0.0
1,adservice-1,pod,0.013668071,5.0701665e-06,0.07662476,0.06514977,2.2137436e-07,5.22381e-10,1.8975602e-08,2.5863237e-10,0.03437748,0.38720617,1.071095e-07,3.8764986e-07,0.08794545,0.62214935,feat_pred,0.0,0.6700404118819444,0.09666091598535252,0.0
2,adservice-2,pod,0.009105468,0.0,0.03211093,0.026472569,0.0,0.0,0.0,0.0,0.04605296,0.43694407,0.0,0.0,0.10621667,0.62774456,feat,0.0,0.7060357979097223,0.09464153751902397,2.2039619e-07
2,adservice-2,pod,0.02824186,0.0016509774,0.15678991,0.17461517,3.8717727e-07,5.37925e-09,5.4904348e-08,8.067621e-09,0.09344688,0.53292406,2.1011483e-07,6.3688145e-07,0.34688675,0.7096812,feat_mean,0.0,0.7060357979097223,0.09464153751902397,2.2039619e-07
2,adservice-2,pod,0.016243808,5.1752863e-06,0.047339607,0.037875883,4.701599e-07,1.2982158e-09,2.7418576e-08,4.90231e-10,0.045163468,0.45677754,2.399458e-07,8.388678e-07,0.07642361,0.63063675,feat_pred,0.0,0.7060357979097223,0.09464153751902397,2.2039619e-07
3,adservice2-0,pod,0.0416619,0.0,0.9587251,0.968256,0.0,0.0,0.0,0.0,0.021943752,0.54754746,0.0,0.0,0.9602525,0.36592698,feat,0.0,0.15800005470978276,0.11468597530133019,0.040381536
