node_id,node_name,node_type,0,1,2,3,4,5,6,7,8,9,10,11,12,13,feat_name,score,mean,std,dist
0,adservice-0,pod,0.05114911,0.0,0.49116707,0.60190654,0.0,0.0,0.0,0.0,0.031283293,0.09777248,0.0,0.0,0.28231525,0.64279944,feat,0.0,0.38779830125000003,0.14678748279114062,0.022970354
0,adservice-0,pod,0.043376632,0.0014638698,0.49017915,0.57698953,2.4519812e-08,1.7648413e-09,1.7720364e-08,3.2716092e-09,0.081826,0.27530092,3.0944204e-08,3.6278852e-08,0.41512898,0.71210337,feat_mean,0.0,0.38779830125000003,0.14678748279114062,0.022970354
0,adservice-0,pod,0.045982216,5.9295762e-05,0.49398208,0.59949255,4.252488e-10,1.5370691e-12,2.699537e-10,2.7568132e-12,0.04093926,0.12271641,4.1485318e-10,7.0086265e-10,0.27484757,0.6419902,feat_pred,0.0,0.38779830125000003,0.14678748279114062,0.022970354
1,adservice-1,pod,0.010960847,0.0,0.017022133,0.014111519,0.0,0.0,0.0,0.0,0.034573384,0.37213993,0.0,0.0,0.0,0.6388658,feat,0.0,0.6700404118819444,0.09666091598535252,4.0998685e-07
1,adservice-1,pod,0.023275826,0.0015770261,0.120704904,0.13323706,3.1356976e-07,2.895224e-09,3.992272e-08,4.026703e-09,0.08177152,0.46573102,1.6647907e-07,4.9248825e-07,0.33349112,0.70640016,feat_mean,0.0,0.6700404118819444,0.09666091598535252,4.0998685e-07
1,adservice-1,pod,0.0145531,4.6007185e-06,0.032418653,0.024538612,4.4007155e-07,9.2302194e-10,2.1946937e-08,3.3210382e-10,0.042999405,0.40600243,2.5148645e-07,8.7309337e-07,0.032246783,0.63988143,feat_pred,0.0,0.6700404118819444,0.09666091598535252,4.0998685e-07
2,adservice-2,pod,0.013003491,0.0,0.00022125244,0.007401943,0.0,0.0,0.0,0.0,0.04056106,0.3392601,0.0,0.0,0.0,0.65021354,feat,0.0,0.7060357979097223,0.09464153751902397,7.371493e-08
2,adservice-2,pod,0.02824186,0.0016509774,0.15678991,0.17461517,3.8717727e-07,5.37925e-09,5.4904348e-08,8.067621e-09,0.09344688,0.53292406,2.1011483e-07,6.3688145e-07,0.34688675,0.7096812,feat_mean,0.0,0.7060357979097223,0.09464153751902397,7.371493e-08
2,adservice-2,pod,0.015490149,4.5515485e-06,0.028571643,0.021836702,3.529067e-07,7.5294065e-10,1.6912052e-08,2.6305672e-10,0.046641596,0.36036876,2.2147529e-07,7.097157e-07,0.03116213,0.6522395,feat_pred,0.0,0.7060357979097223,0.09464153751902397,7.371493e-08
3,adservice2-0,pod,0.046771716,0.0,0.92193437,0.8711821,0.0,0.0,0.0,0.0,0.25069124,0.54365504,0.0,0.0,0.8494457,0.34546852,feat,0.0,0.15800005470978276,0.11468597530133019,0.0801223
3,adservice2-0,pod,0.05461338,0.0012833313,0.9515158,0.94988453,1.8586452e-07,8.015716e-08,1.569348e-07,5.2183672e-08,0.06772024,0.6479136,1.3393932e-07,2.0488756e-07,0.9472545,0.47180745,feat_mean,0.0,0.15800005470978276,0.11468597530133019,0.0801223
3,adservice2-0,pod,0.05424758,0.00046985442,0.91548145,0.846944,1.698699e-08,2.0778604e-10,8.3902645e-09,2.766033e-10,0.14784254,0.5528647,7.654417e-09,2.2214111e-08,0.8657861,0.36075708,feat_pred,0.0,0.15800005470978276,0.11468597530133019,0.0801223
4,cartservice-0,pod,0.068845525,0.0,0.8784685,0.8634541,0.0,0.0,0.0,0.0,0.05369875,0.4282,0.0,0.0,0.16429257,0.6705234,feat,0.0,0.25363416629734975,0.1798209152280336,0.18353783
4,cartservice-0,pod,0.076305166,0.0012758399,0.75118303,0.724778,9.89103e-09,8.5681484e-10,7.725449e-09,1.7103254e-09,0.104734935,0.53342986,1.3965522e-08,1.52695e-08,0.14026946,0.73124963,feat_mean,0.0,0.25363416629734975,0.1798209152280336,0.18353783
4,cartservice-0,pod,0.07296317,0.00019978404,0.89026725,0.84098893,2.981443e-10,9.860516e-13,2.7945737e-10,2.6056067e-12,0.050445467,0.4555854,2.4600577e-10,5.4542965e-10,0.1691957,0.6613411,feat_pred,0.0,0.25363416629734975,0.1798209152280336,0.18353783
5,cartservice-1,pod,0.067469455,0.0,0.92113346,0.91552305,0.0,0.0,0.0,0.0,0.04458983,0.29893184,0.0,0.0,0.75453925,0.6792081,feat,0.0,0.24162520372074808,0.18009567967279536,0.07688957
5,cartservice-1,pod,0.07303453,0.0014954612,0.88010144,0.84958017,1.7310356e-08,4.56166e-10,1.2238825e-08,1.2025239e-09,0.106184915,0.5309437,1.4177289e-08,2.4307234e-08,0.7556536,0.74659896,feat_mean,0.0,0.24162520372074808,0.18009567967279536,0.07688957
5,cartservice-1,pod,0.06730424,0.0002602167,0.9244359,0.91227204,1.9531357e-09,1.3541199e-11,1.77137e-09,3.144576e-11,0.04646479,0.307309,1.5325661e-09,2.7693972e-09,0.75967723,0.6791189,feat_pred,0.0,0.24162520372074808,0.18009567967279536,0.07688957
6,cartservice-2,pod,0.07695737,0.0,0.9137644,0.91769105,0.0,0.0,0.0,0.0,0.040704217,0.4965071,0.0,0.0,0.808577,0.6699266,feat,0.0,0.22672972965385246,0.12122355315234677,0.083408564
6,cartservice-2,pod,0.0727545,0.0006714743,0.8598767,0.8467343,1.7857396e-08,2.1953953e-10,1.0500033e-08,4.8459436e-10,0.09046531,0.5893279,1.13356124e-08,2.4693664e-08,0.8029556,0.7278135,feat_mean,0.0,0.22672972965385246,0.12122355315234677,0.083408564
6,cartservice-2,pod,0.07022459,0.00028900077,0.9160291,0.9062184,6.490522e-09,5.0862693e-11,4.944052e-09,1.0504587e-10,0.042942688,0.51349354,4.011031e-09,8.765093e-09,0.8192509,0.66527575,feat_pred,0.0,0.22672972965385246,0.12122355315234677,0.083408564
7,cartservice2-0,pod,0.03648522,0.0,0.9742665,0.9479926,0.0,0.0,0.0,0.0,0.022491762,0.65276206,0.0,0.0,0.7547695,0.44348645,feat,0.0,0.1005434403972692,0.14780688006001386,0.09443752
7,cartservice2-0,pod,0.09655125,0.041482907,0.9406961,0.87956643,2.3166368e-08,1.1069784e-09,1.8991543e-08,2.9035025e-09,0.08363521,0.5941587,2.0502602e-08,2.9903457e-08,0.78578407,0.5137717,feat_mean,0.0,0.1005434403972692,0.14780688006001386,0.09443752
7,cartservice2-0,pod,0.03057095,0.00011785493,0.97884995,0.927635,1.1621034e-08,6.5651574e-11,7.0715123e-09,1.1254505e-10,0.024606682,0.6659371,4.0635015e-09,1.4918458e-08,0.75955933,0.45203263,feat_pred,0.0,0.1005434403972692,0.14780688006001386,0.09443752
8,checkoutservice-0,pod,0.020571217,0.08213367,0.056664705,0.10341859,0.0,0.0,0.0,0.0,0.29586062,0.43197894,0.0,0.0,0.0,0.5371897,feat,0.0,0.9007626179666435,0.4599656723222596,0.1897979
8,checkoutservice-0,pod,0.27019632,0.078779235,0.3879073,0.31074858,4.787085e-07,2.340294e-08,2.0409287e-07,4.164983e-08,0.07609345,0.55712813,4.300083e-07,7.212192e-07,0.39757225,0.60439724,feat_mean,0.0,0.9007626179666435,0.4599656723222596,0.1897979
8,checkoutservice-0,pod,0.043301534,7.0071765e-05,0.06492707,0.043962777,4.2750366e-07,2.5506122e-09,3.1169925e-08,1.0335739e-09,0.26589134,0.4552755,3.2417327e-07,8.6113016e-07,0.04297615,0.509485,feat_pred,0.0,0.9007626179666435,0.4599656723222596,0.1897979
9,checkoutservice-1,pod,0.0123131685,0.0048774,0.000572443,0.027780175,0.0,0.0,0.0,0.0,0.035521414,0.5241762,0.0,0.0,0.0,0.5363792,feat,0.0,0.7941512703750001,0.3247520664340612,2.0830382e-06
