node_id,node_name,node_type,0,1,2,3,4,5,6,7,8,9,10,11,12,13,feat_name,score,mean,std,dist
0,adservice-0,pod,0.031673964,0.0,0.34159303,0.39730144,0.0,0.0,0.0,0.0,0.10073763,0.65411687,0.0,0.0,0.19480109,0.91955113,feat,0.4995344443954444,0.38779830125000003,0.14678748279114062,0.4611237
0,adservice-0,pod,0.043376632,0.0014638698,0.49017915,0.57698953,2.4519812e-08,1.7648413e-09,1.7720364e-08,3.2716092e-09,0.081826,0.27530092,3.0944204e-08,3.6278852e-08,0.41512898,0.71210337,feat_mean,0.4995344443954444,0.38779830125000003,0.14678748279114062,0.4611237
0,adservice-0,pod,0.03452582,2.0447955e-05,0.33319888,0.37245932,2.343505e-08,5.6176404e-11,5.9672605e-09,7.1687545e-11,0.09862056,0.6719203,1.2519855e-08,4.178578e-08,0.18444525,0.9467224,feat_pred,0.4995344443954444,0.38779830125000003,0.14678748279114062,0.4611237
1,adservice-1,pod,0.035545,0.0,0.20850539,0.26753616,0.0,0.0,0.0,0.0,0.12509951,0.698508,0.0,0.0,0.8232784,0.91535354,feat,0.0,0.6700404118819444,0.09666091598535252,0.62614936
1,adservice-1,pod,0.023275826,0.0015770261,0.120704904,0.13323706,3.1356976e-07,2.895224e-09,3.992272e-08,4.026703e-09,0.08177152,0.46573102,1.6647907e-07,4.9248825e-07,0.33349112,0.70640016,feat_mean,0.0,0.6700404118819444,0.09666091598535252,0.62614936
1,adservice-1,pod,0.03881506,1.8841452e-05,0.21203889,0.26013085,3.068731e-07,1.8411289e-09,4.2442352e-08,1.3438475e-09,0.11462492,0.7210166,1.3861052e-07,4.1522856e-07,0.8355263,0.92795897,feat_pred,0.0,0.6700404118819444,0.09666091598535252,0.62614936
2,adservice-2,pod,0.06260405,0.0,0.31228995,0.40633106,0.0,0.0,0.0,0.0,0.13212691,0.71902484,0.0,0.0,0.83654976,0.9190874,feat,0.0,0.7060357979097223,0.09464153751902397,0.6496172
2,adservice-2,pod,0.02824186,0.0016509774,0.15678991,0.17461517,3.8717727e-07,5.37925e-09,5.4904348e-08,8.067621e-09,0.09344688,0.53292406,2.1011483e-07,6.3688145e-07,0.34688675,0.7096812,feat_mean,0.0,0.7060357979097223,0.09464153751902397,0.6496172
2,adservice-2,pod,0.06247928,5.7603713e-05,0.3107465,0.3937941,1.9425195e-07,1.511946e-09,4.0538726e-08,1.4282417e-09,0.12295212,0.7424368,1.00166055e-07,2.6108688e-07,0.85167027,0.93220234,feat_pred,0.0,0.7060357979097223,0.09464153751902397,0.6496172
3,adservice2-0,pod,0.052440953,0.0,0.8886764,0.9009563,0.0,0.0,0.0,0.0,0.46877775,0.7665703,0.0,0.0,0.8671944,0.14878519,feat,2.0600239132372544,0.15800005470978276,0.11468597530133019,0.3942559
