node_id,node_name,node_type,0,1,2,3,4,5,6,7,8,9,10,11,12,feat_name,score,mean,std,dist
0,adservice-hipstershop.adservice/getads,api,0.91316104,0.08935857,0.60245156,0.2544639,0.21359801,0.19048882,0.2164762,0.12433815,0.24371576,0.3883226,0.3836093,0.40264034,0.42146623,feat,0.8967507006561619,0.08371667878104166,0.04135776942805827,0.12080429
0,adservice-hipstershop.adservice/getads,api,0.8151383,0.049485266,0.8351395,0.21884923,0.20943356,0.20997795,0.17356357,0.11076934,0.079072006,0.08366747,0.108448386,0.17708999,0.17205995,feat_mean,0.8967507006561619,0.08371667878104166,0.04135776942805827,0.12080429
0,adservice-hipstershop.adservice/getads,api,0.9095566,0.061077267,0.7999681,0.18827382,0.19866109,0.21154535,0.17950651,0.120541565,0.08926194,0.09712297,0.12556969,0.2176212,0.22854361,feat_pred,0.8967507006561619,0.08371667878104166,0.04135776942805827,0.12080429
1,cartservice-/hipstershop.CartService/AddItem,api,0.79719067,0.14383018,1.0,1.0,0.040377736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36547154,feat,0.6492442014644584,0.10490504442717165,0.09014840396757572,0.16343337
1,cartservice-/hipstershop.CartService/AddItem,api,0.6441844,0.0027891954,1.0004474,0.98907214,0.057891168,0.018021692,0.0080829365,0.0011234886,0.0016398919,0.0028316292,0.010158832,0.02051201,0.015995368,feat_mean,0.6492442014644584,0.10490504442717165,0.09014840396757572,0.16343337
1,cartservice-/hipstershop.CartService/AddItem,api,0.8076178,0.00045366221,0.95181865,0.9826178,0.048228133,0.013498096,0.0050932905,2.1410959e-05,7.167262e-05,0.00024735247,0.0045154775,0.01533762,0.015123719,feat_pred,0.6492442014644584,0.10490504442717165,0.09014840396757572,0.16343337
2,cartservice-/hipstershop.CartService/EmptyCart,api,0.82148534,0.31670046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3921372,0.41203892,feat,0.7563131168990269,0.11743947336613839,0.142539071650757,0.22524364
2,cartservice-/hipstershop.CartService/EmptyCart,api,0.59433144,0.09735501,0.015319157,0.01672567,0.012559614,0.0111083165,0.013999434,0.008571728,0.01802016,0.026978133,0.040759943,0.048195533,0.16319813,feat_mean,0.7563131168990269,0.11743947336613839,0.142539071650757,0.22524364
2,cartservice-/hipstershop.CartService/EmptyCart,api,0.8126854,0.10308513,0.008334191,0.010431242,0.008516736,0.007872565,0.01010966,0.0055790436,0.015333906,0.023243202,0.034441125,0.03952446,0.21818383,feat_pred,0.7563131168990269,0.11743947336613839,0.142539071650757,0.22524364
3,cartservice-/hipstershop.CartService/GetCart,api,0.9113469,0.36742783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40144992,0.5229794,0.4668233,feat,1.7333898576257831,0.0869425618954241,0.10988187295704041,0.2774107
3,cartservice-/hipstershop.CartService/GetCart,api,0.81215394,0.27231058,0.0038057575,0.015371894,0.005121312,0.0042633913,0.0072037363,0.0042030015,0.010043176,0.024930993,0.070358716,0.23895109,0.41177747,feat_mean,1.7333898576257831,0.0869425618954241,0.10988187295704041,0.2774107
3,cartservice-/hipstershop.CartService/GetCart,api,0.9666159,0.35359073,0.0022239517,0.020288603,0.0029050214,0.0019068347,0.0037168434,0.0011948382,0.003740168,0.018069917,0.08220822,0.42777357,0.51508874,feat_pred,1.7333898576257831,0.0869425618954241,0.10988187295704041,0.2774107
4,cartservice-HGET,api,0.92431206,0.40048948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6928205,feat,0.3058900440376153,0.09762632317960167,0.107270484361196,0.1304393
4,cartservice-HGET,api,0.82700604,0.11791,0.0013780213,0.0030052257,0.0020482133,0.0018842946,0.003259986,0.00233247,0.0057039703,0.011431284,0.02332047,0.029049579,0.28440583,feat_mean,0.3058900440376153,0.09762632317960167,0.107270484361196,0.1304393
4,cartservice-HGET,api,0.95592797,0.123640366,0.0002768992,0.0016076732,0.0008701775,0.0007401054,0.0014572474,0.00068858225,0.003117096,0.0072670104,0.016189935,0.019865334,0.30339822,feat_pred,0.3058900440376153,0.09762632317960167,0.107270484361196,0.1304393
5,cartservice-HMSET,api,0.85301006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,feat,0.2551264556407515,0.07874013669484463,0.09942882160068668,0.10410706
5,cartservice-HMSET,api,0.70745564,0.03857972,0.0080688065,0.006474664,0.0040700333,0.00360466,0.0046437117,0.0032872467,0.0065786056,0.01065689,0.015061674,0.016903298,0.07684287,feat_mean,0.2551264556407515,0.07874013669484463,0.09942882160068668,0.10410706
5,cartservice-HMSET,api,0.81110066,0.03789731,0.00734266,0.007689886,0.0047073076,0.004213427,0.005343849,0.0031452358,0.006880241,0.01089921,0.01427289,0.018789804,0.086305246,feat_pred,0.2551264556407515,0.07874013669484463,0.09942882160068668,0.10410706
6,checkoutservice-hipstershop.CartService/EmptyCart,api,0.82148534,0.0803473,0.07252312,0.051681757,0.051479578,0.040977955,0.037109494,0.030062318,0.025840044,0.026096582,0.02848661,0.032634377,0.28203177,feat,0.4905324137763325,0.15653688300813628,0.13271435685392605,0.22163758
6,checkoutservice-hipstershop.CartService/EmptyCart,api,0.5803978,0.08314958,0.08474388,0.038536012,0.038584203,0.037669282,0.041600645,0.033626977,0.037656754,0.046148386,0.059082426,0.08878913,0.15920015,feat_mean,0.4905324137763325,0.15653688300813628,0.13271435685392605,0.22163758
6,checkoutservice-hipstershop.CartService/EmptyCart,api,0.7986736,0.08254435,0.05822103,0.025722858,0.027024822,0.027663182,0.0304078,0.022868274,0.03172374,0.0402582,0.050639626,0.07585995,0.19765624,feat_pred,0.4905324137763325,0.15653688300813628,0.13271435685392605,0.22163758
7,checkoutservice-hipstershop.CartService/GetCart,api,0.82148534,0.045731425,0.09458637,0.08661342,0.075707614,0.06648767,0.06099826,0.058156967,0.054416597,0.047568142,0.030923128,0.018977046,0.028797984,feat,0.5561725848210907,0.13735131804086928,0.1145932223611245,0.20108493
