[INFO]2024-05-09 19:44:41,409 log.py:38: logs/2024_05_09_19_44_myrca.log
[INFO]2024-05-09 19:44:42,034 run.py:880: mode: rca
[INFO]2024-05-09 19:44:42,034 run.py:891: model: CustomGAE.
[INFO]2024-05-09 19:44:42,035 run.py:891: model_file: ./model-store/aiops22/CustomGAE/train_2024_05_09_17_16/model.pth.
[INFO]2024-05-09 19:44:42,035 run.py:891: mode: rca.
[INFO]2024-05-09 19:44:42,035 run.py:891: epoch: 100.
[INFO]2024-05-09 19:44:42,035 run.py:891: batch_size: 64.
[INFO]2024-05-09 19:44:42,035 run.py:891: lr: 0.001.
[INFO]2024-05-09 19:44:42,035 run.py:891: device: cuda.
[INFO]2024-05-09 19:44:42,035 run.py:891: valid_ratio: 0.2.
[INFO]2024-05-09 19:44:42,035 run.py:891: dataset: aiops22.
[INFO]2024-05-09 19:44:42,035 run.py:891: data_dir: ../datasets/AIOps-2022/.
[INFO]2024-05-09 19:44:42,035 run.py:891: failure_types: ['k8s容器cpu负载', 'k8s容器网络延迟', 'k8s容器网络资源包损坏', 'k8s容器网络丢包', 'k8s容器内存负载', 'k8s容器读io负载', 'k8s容器写io负载', 'k8s容器进程中止'].
[INFO]2024-05-09 19:44:42,035 run.py:891: failure_duration: 2.
[INFO]2024-05-09 19:44:42,035 run.py:891: train_dates: None.
[INFO]2024-05-09 19:44:42,035 run.py:891: test_dates: ['2022-03-19', '2022-03-20', '2022-03-21', '2022-03-22', '2022-03-24', '2022-03-26', '2022-03-28', '2022-03-29', '2022-03-30', '2022-03-31', '2022-04-01'].
[INFO]2024-05-09 19:44:42,035 run.py:891: cloudbeds: ['cloudbed-1'].
[INFO]2024-05-09 19:44:42,035 run.py:891: used_etypes: ['api2api', 'api2pod'].
[INFO]2024-05-09 19:44:42,035 run.py:891: nfeat_select: {'api': ['count', 'mean', 'min', 'q10', 'q20', 'q30', 'q40', 'q50', 'q60', 'q70', 'q80', 'q90', 'max'], 'pod': ['container_cpu_usage_seconds', 'container_cpu_cfs_throttled_seconds', 'container_memory_usage_MB', 'container_memory_working_set_MB', 'container_fs_io_time_seconds./dev/vda1', 'container_fs_io_current./dev/vda1', 'container_network_receive_errors.eth0', 'container_network_transmit_errors.eth0', 'container_network_receive_MB.eth0', 'container_network_transmit_MB.eth0', 'container_network_receive_packets_dropped.eth0', 'container_network_transmit_packets_dropped.eth0', 'container_threads', 'count']}.
[INFO]2024-05-09 19:44:42,035 run.py:891: node_scale_type: nodewise.
[INFO]2024-05-09 19:44:42,035 run.py:891: edge_scale_type: edgewise.
[INFO]2024-05-09 19:44:42,035 run.py:891: edge_reverse: True.
[INFO]2024-05-09 19:44:42,035 run.py:891: log_before_scale: True.
[INFO]2024-05-09 19:44:42,035 run.py:891: process_miss: interpolate.
[INFO]2024-05-09 19:44:42,035 run.py:891: process_extreme: False.
[INFO]2024-05-09 19:44:42,035 run.py:891: k_sigma: 3.
[INFO]2024-05-09 19:44:42,035 run.py:891: conv_type: DotGAT.
[INFO]2024-05-09 19:44:42,035 run.py:891: num_heads: 6.
[INFO]2024-05-09 19:44:42,035 run.py:891: feat_drop: 0.0.
[INFO]2024-05-09 19:44:42,035 run.py:891: attn_drop: 0.0.
[INFO]2024-05-09 19:44:42,036 run.py:891: num_enc_layers: 1.
[INFO]2024-05-09 19:44:42,036 run.py:891: num_dec_layers: 1.
[INFO]2024-05-09 19:44:42,036 run.py:891: decoder_type: mlp.
[INFO]2024-05-09 19:44:42,036 run.py:891: num_etypes: 6.
[INFO]2024-05-09 19:44:42,036 run.py:891: edge_feats: 1.
[INFO]2024-05-09 19:44:42,036 run.py:891: etype_feats: 5.
[INFO]2024-05-09 19:44:42,036 run.py:891: residual: False.
[INFO]2024-05-09 19:44:42,036 run.py:891: hidden_dim: 10.
[INFO]2024-05-09 19:44:42,036 run.py:891: proj_feats: 10.
[INFO]2024-05-09 19:44:42,036 run.py:891: mask: False.
[INFO]2024-05-09 19:44:42,036 run.py:891: mask_feat_type: mean.
[INFO]2024-05-09 19:44:42,036 run.py:891: loss_type: mse.
[INFO]2024-05-09 19:44:42,036 run.py:891: use_edge_feats: True.
[INFO]2024-05-09 19:44:42,036 run.py:891: use_etype_feats: False.
[INFO]2024-05-09 19:44:42,036 run.py:891: embedding: True.
[INFO]2024-05-09 19:44:42,036 run.py:891: recon_ntypes: ['api', 'pod'].
[INFO]2024-05-09 19:44:42,036 run.py:891: window: 1440.
[INFO]2024-05-09 19:44:42,036 run.py:891: score_type: pred_and_mean.
[INFO]2024-05-09 19:44:42,036 run.py:891: causal_threshold: 0.8.
[INFO]2024-05-09 19:44:42,036 run.py:891: ad_threshold: 2.0.
[INFO]2024-05-09 19:44:42,036 run.py:891: threshold_1: 0.
[INFO]2024-05-09 19:44:42,036 run.py:891: threshold_2: 8.
[INFO]2024-05-09 19:44:42,036 run.py:891: weight_score: False.
[INFO]2024-05-09 19:44:42,038 run.py:915: RCA Testing...
[ERROR]2024-05-09 19:44:47,895 dataset_aiops22.py:328: Timestamp: 2022-03-29 14:22:00. Exception! [Errno 2] No such file or directory: '../datasets/AIOps-2022/graph/cloudbed-1/feats/2022-03-29/pod/pod_feats_2022-03-29 14:22:00.csv'
[ERROR]2024-05-09 19:44:47,898 dataset_aiops22.py:328: Timestamp: 2022-03-29 14:23:00. Exception! [Errno 2] No such file or directory: '../datasets/AIOps-2022/graph/cloudbed-1/feats/2022-03-29/pod/pod_feats_2022-03-29 14:23:00.csv'
[INFO]2024-05-09 19:44:51,106 dataset.py:290: Processing missing values using interpolate...
[INFO]2024-05-09 19:44:51,216 dataset.py:300: Padding ndata...
[INFO]2024-05-09 19:44:51,286 dataset.py:315: Padding edata...
[INFO]2024-05-09 19:44:51,337 dataset_aiops22.py:356: Number of graphs: 404
[INFO]2024-05-09 19:44:51,617 run.py:130: Load dataset completed.
[INFO]2024-05-09 19:44:53,035 run.py:166: Load model completed.
[INFO]2024-05-09 19:44:54,546 run.py:764: Model prediction completed.
[INFO]2024-05-09 19:44:54,547 rca.py:422: Anomaly detection for graph nodes...
[INFO]2024-05-09 19:44:55,292 rca.py:135: Calculating causal effect...
[DEBUG]2024-05-09 19:44:55,293 rca.py:148: Copy information.
[DEBUG]2024-05-09 19:44:55,296 rca.py:155: Load mask features.
[INFO]2024-05-09 19:49:30,822 rca.py:422: Anomaly detection for graph nodes...
[INFO]2024-05-09 19:49:31,562 utils.py:90: Save to: ./model-store/aiops22/CustomGAE/rca_2024_05_09_19_44/propagation_ad_rsts.json。
[INFO]2024-05-09 19:49:31,562 run.py:370: -----------------RCA parameters: individual_coef: 0.0.-----------------
[INFO]2024-05-09 19:49:32,857 utils.py:90: Save to: ./model-store/aiops22/CustomGAE/rca_2024_05_09_19_44/rca_result_0.0.json。
[INFO]2024-05-09 19:49:32,857 rca.py:322: -----------------RCA metrics-----------------
[INFO]2024-05-09 19:49:32,857 rca.py:323: n: 64. skipped: 0.
[INFO]2024-05-09 19:49:32,857 rca.py:324: avg_rank: 3.34375. 
[INFO]2024-05-09 19:49:32,857 rca.py:326: top 1 acc: 0.546875. 
[INFO]2024-05-09 19:49:32,858 rca.py:326: top 2 acc: 0.65625. 
[INFO]2024-05-09 19:49:32,858 rca.py:326: top 3 acc: 0.734375. 
[INFO]2024-05-09 19:49:32,858 rca.py:326: top 4 acc: 0.75. 
[INFO]2024-05-09 19:49:32,858 rca.py:326: top 5 acc: 0.78125. 
[INFO]2024-05-09 19:49:32,858 rca.py:326: top 6 acc: 0.796875. 
[INFO]2024-05-09 19:49:32,858 rca.py:326: top 7 acc: 0.796875. 
[INFO]2024-05-09 19:49:32,858 rca.py:326: top 8 acc: 0.796875. 
[INFO]2024-05-09 19:49:32,858 rca.py:326: top 9 acc: 0.796875. 
[INFO]2024-05-09 19:49:32,858 rca.py:326: top 10 acc: 0.796875. 
[INFO]2024-05-09 19:49:32,858 utils.py:90: Save to: ./model-store/aiops22/CustomGAE/rca_2024_05_09_19_44/rca_metrics_0.0_k8s容器cpu负载.json。
[INFO]2024-05-09 19:49:32,858 rca.py:322: -----------------RCA metrics-----------------
[INFO]2024-05-09 19:49:32,858 rca.py:323: n: 36. skipped: 0.
[INFO]2024-05-09 19:49:32,858 rca.py:324: avg_rank: 2.611111111111111. 
[INFO]2024-05-09 19:49:32,858 rca.py:326: top 1 acc: 0.8055555555555556. 
[INFO]2024-05-09 19:49:32,859 rca.py:326: top 2 acc: 0.8055555555555556. 
[INFO]2024-05-09 19:49:32,859 rca.py:326: top 3 acc: 0.8055555555555556. 
[INFO]2024-05-09 19:49:32,859 rca.py:326: top 4 acc: 0.8055555555555556. 
[INFO]2024-05-09 19:49:32,859 rca.py:326: top 5 acc: 0.8333333333333334. 
[INFO]2024-05-09 19:49:32,859 rca.py:326: top 6 acc: 0.8333333333333334. 
[INFO]2024-05-09 19:49:32,859 rca.py:326: top 7 acc: 0.8333333333333334. 
[INFO]2024-05-09 19:49:32,859 rca.py:326: top 8 acc: 0.8333333333333334. 
[INFO]2024-05-09 19:49:32,859 rca.py:326: top 9 acc: 0.8333333333333334. 
[INFO]2024-05-09 19:49:32,859 rca.py:326: top 10 acc: 0.8611111111111112. 
[INFO]2024-05-09 19:49:32,859 utils.py:90: Save to: ./model-store/aiops22/CustomGAE/rca_2024_05_09_19_44/rca_metrics_0.0_k8s容器网络延迟.json。
[INFO]2024-05-09 19:49:32,859 rca.py:322: -----------------RCA metrics-----------------
[INFO]2024-05-09 19:49:32,859 rca.py:323: n: 60. skipped: 0.
[INFO]2024-05-09 19:49:32,859 rca.py:324: avg_rank: 3.1333333333333333. 
[INFO]2024-05-09 19:49:32,859 rca.py:326: top 1 acc: 0.5166666666666667. 
[INFO]2024-05-09 19:49:32,859 rca.py:326: top 2 acc: 0.65. 
[INFO]2024-05-09 19:49:32,859 rca.py:326: top 3 acc: 0.7166666666666667. 
[INFO]2024-05-09 19:49:32,860 rca.py:326: top 4 acc: 0.7333333333333333. 
[INFO]2024-05-09 19:49:32,860 rca.py:326: top 5 acc: 0.7833333333333333. 
[INFO]2024-05-09 19:49:32,860 rca.py:326: top 6 acc: 0.8166666666666667. 
[INFO]2024-05-09 19:49:32,860 rca.py:326: top 7 acc: 0.85. 
[INFO]2024-05-09 19:49:32,860 rca.py:326: top 8 acc: 0.8833333333333333. 
[INFO]2024-05-09 19:49:32,860 rca.py:326: top 9 acc: 0.9166666666666666. 
[INFO]2024-05-09 19:49:32,860 rca.py:326: top 10 acc: 0.9166666666666666. 
[INFO]2024-05-09 19:49:32,860 utils.py:90: Save to: ./model-store/aiops22/CustomGAE/rca_2024_05_09_19_44/rca_metrics_0.0_k8s容器网络资源包损坏.json。
[INFO]2024-05-09 19:49:32,860 rca.py:322: -----------------RCA metrics-----------------
[INFO]2024-05-09 19:49:32,860 rca.py:323: n: 74. skipped: 0.
[INFO]2024-05-09 19:49:32,860 rca.py:324: avg_rank: 3.8378378378378377. 
[INFO]2024-05-09 19:49:32,860 rca.py:326: top 1 acc: 0.5540540540540541. 
[INFO]2024-05-09 19:49:32,860 rca.py:326: top 2 acc: 0.5945945945945946. 
[INFO]2024-05-09 19:49:32,860 rca.py:326: top 3 acc: 0.6081081081081081. 
[INFO]2024-05-09 19:49:32,861 rca.py:326: top 4 acc: 0.6621621621621622. 
[INFO]2024-05-09 19:49:32,861 rca.py:326: top 5 acc: 0.7162162162162162. 
[INFO]2024-05-09 19:49:32,861 rca.py:326: top 6 acc: 0.7432432432432432. 
[INFO]2024-05-09 19:49:32,861 rca.py:326: top 7 acc: 0.7567567567567568. 
[INFO]2024-05-09 19:49:32,861 rca.py:326: top 8 acc: 0.7567567567567568. 
[INFO]2024-05-09 19:49:32,861 rca.py:326: top 9 acc: 0.7702702702702703. 
[INFO]2024-05-09 19:49:32,861 rca.py:326: top 10 acc: 0.7972972972972973. 
[INFO]2024-05-09 19:49:32,861 utils.py:90: Save to: ./model-store/aiops22/CustomGAE/rca_2024_05_09_19_44/rca_metrics_0.0_k8s容器网络丢包.json。
[INFO]2024-05-09 19:49:32,861 rca.py:322: -----------------RCA metrics-----------------
[INFO]2024-05-09 19:49:32,861 rca.py:323: n: 58. skipped: 0.
[INFO]2024-05-09 19:49:32,861 rca.py:324: avg_rank: 3.5517241379310347. 
[INFO]2024-05-09 19:49:32,861 rca.py:326: top 1 acc: 0.5344827586206896. 
[INFO]2024-05-09 19:49:32,861 rca.py:326: top 2 acc: 0.6206896551724138. 
[INFO]2024-05-09 19:49:32,861 rca.py:326: top 3 acc: 0.7068965517241379. 
[INFO]2024-05-09 19:49:32,861 rca.py:326: top 4 acc: 0.7241379310344828. 
[INFO]2024-05-09 19:49:32,861 rca.py:326: top 5 acc: 0.7586206896551724. 
[INFO]2024-05-09 19:49:32,861 rca.py:326: top 6 acc: 0.7758620689655172. 
[INFO]2024-05-09 19:49:32,862 rca.py:326: top 7 acc: 0.7758620689655172. 
[INFO]2024-05-09 19:49:32,862 rca.py:326: top 8 acc: 0.7758620689655172. 
[INFO]2024-05-09 19:49:32,862 rca.py:326: top 9 acc: 0.7758620689655172. 
[INFO]2024-05-09 19:49:32,862 rca.py:326: top 10 acc: 0.8103448275862069. 
[INFO]2024-05-09 19:49:32,862 utils.py:90: Save to: ./model-store/aiops22/CustomGAE/rca_2024_05_09_19_44/rca_metrics_0.0_k8s容器内存负载.json。
[INFO]2024-05-09 19:49:32,862 rca.py:322: -----------------RCA metrics-----------------
[INFO]2024-05-09 19:49:32,862 rca.py:323: n: 52. skipped: 0.
[INFO]2024-05-09 19:49:32,862 rca.py:324: avg_rank: 3.2115384615384617. 
[INFO]2024-05-09 19:49:32,862 rca.py:326: top 1 acc: 0.6153846153846154. 
[INFO]2024-05-09 19:49:32,862 rca.py:326: top 2 acc: 0.6538461538461539. 
[INFO]2024-05-09 19:49:32,862 rca.py:326: top 3 acc: 0.6923076923076923. 
[INFO]2024-05-09 19:49:32,862 rca.py:326: top 4 acc: 0.7307692307692307. 
[INFO]2024-05-09 19:49:32,862 rca.py:326: top 5 acc: 0.8076923076923077. 
[INFO]2024-05-09 19:49:32,862 rca.py:326: top 6 acc: 0.8076923076923077. 
[INFO]2024-05-09 19:49:32,862 rca.py:326: top 7 acc: 0.8076923076923077. 
[INFO]2024-05-09 19:49:32,862 rca.py:326: top 8 acc: 0.8269230769230769. 
[INFO]2024-05-09 19:49:32,862 rca.py:326: top 9 acc: 0.8461538461538461. 
[INFO]2024-05-09 19:49:32,862 rca.py:326: top 10 acc: 0.8461538461538461. 
[INFO]2024-05-09 19:49:32,863 utils.py:90: Save to: ./model-store/aiops22/CustomGAE/rca_2024_05_09_19_44/rca_metrics_0.0_k8s容器读io负载.json。
[INFO]2024-05-09 19:49:32,863 rca.py:322: -----------------RCA metrics-----------------
[INFO]2024-05-09 19:49:32,863 rca.py:323: n: 30. skipped: 0.
[INFO]2024-05-09 19:49:32,863 rca.py:324: avg_rank: 6.0. 
[INFO]2024-05-09 19:49:32,863 rca.py:326: top 1 acc: 0.36666666666666664. 
[INFO]2024-05-09 19:49:32,863 rca.py:326: top 2 acc: 0.36666666666666664. 
[INFO]2024-05-09 19:49:32,863 rca.py:326: top 3 acc: 0.36666666666666664. 
[INFO]2024-05-09 19:49:32,863 rca.py:326: top 4 acc: 0.4. 
[INFO]2024-05-09 19:49:32,863 rca.py:326: top 5 acc: 0.5. 
[INFO]2024-05-09 19:49:32,863 rca.py:326: top 6 acc: 0.5. 
[INFO]2024-05-09 19:49:32,863 rca.py:326: top 7 acc: 0.5. 
[INFO]2024-05-09 19:49:32,863 rca.py:326: top 8 acc: 0.5. 
[INFO]2024-05-09 19:49:32,863 rca.py:326: top 9 acc: 0.5. 
[INFO]2024-05-09 19:49:32,863 rca.py:326: top 10 acc: 0.5. 
[INFO]2024-05-09 19:49:32,863 utils.py:90: Save to: ./model-store/aiops22/CustomGAE/rca_2024_05_09_19_44/rca_metrics_0.0_k8s容器写io负载.json。
[INFO]2024-05-09 19:49:32,864 rca.py:322: -----------------RCA metrics-----------------
[INFO]2024-05-09 19:49:32,864 rca.py:323: n: 30. skipped: 0.
[INFO]2024-05-09 19:49:32,864 rca.py:324: avg_rank: 6.533333333333333. 
[INFO]2024-05-09 19:49:32,864 rca.py:326: top 1 acc: 0.23333333333333334. 
[INFO]2024-05-09 19:49:32,864 rca.py:326: top 2 acc: 0.26666666666666666. 
[INFO]2024-05-09 19:49:32,864 rca.py:326: top 3 acc: 0.3. 
[INFO]2024-05-09 19:49:32,864 rca.py:326: top 4 acc: 0.3333333333333333. 
[INFO]2024-05-09 19:49:32,864 rca.py:326: top 5 acc: 0.4. 
[INFO]2024-05-09 19:49:32,864 rca.py:326: top 6 acc: 0.43333333333333335. 
[INFO]2024-05-09 19:49:32,864 rca.py:326: top 7 acc: 0.4666666666666667. 
