0,1,2,3,4,5,6,7,8,9,10,11,12,13
0.3802985,0.18957761,0.23420614,0.23430248,0.22716124,0.23188731,0.2321012,0.22032762,0.19388674,0.18429632,0.17674994,0.17348433,0.17548798,0.17290765
0.3802985,0.29763982,0.34193665,0.34112838,0.3265653,0.3174487,0.33467612,0.32418177,0.31591362,0.34448868,0.36459088,0.3674636,0.3694667,0.36574945
0.38051596,0.15783693,0.21013413,0.16775003,0.16798913,0.1509959,0.21202257,0.17257887,0.1820886,0.23767132,0.21002954,0.1533572,0.15832876,0.15953848
0.3802985,0.19473238,0.20898291,0.19033799,0.1894141,0.21201554,0.20229045,0.19130015,0.1973806,0.19252482,0.18983307,0.18404725,0.18357022,0.18067765
0.38051596,0.1459035,0.18986721,0.18740727,0.12900072,0.13610539,0.14309752,0.14929157,0.1507392,0.15363939,0.14692464,0.15143357,0.14494991,0.14365973
0.3802985,0.2890464,0.3533154,0.35465273,0.3449833,0.32090557,0.33546647,0.32178375,0.299092,0.33292797,0.34725028,0.34979856,0.35158297,0.34717232
0.5124492,0.2414324,0.2242012,0.24045184,0.25863066,0.32187673,0.6102273,0.5803659,0.42729622,0.3180134,0.24384074,0.26803145,0.26322562,0.18177542
0.38051596,0.23921351,0.24923177,0.1900868,0.2608291,0.26885405,0.27546918,0.28110626,0.21789375,0.22518952,0.22610468,0.22755645,0.22866884,0.22894293
0.38051596,0.15250865,0.18727408,0.15243287,0.15785712,0.16759233,0.14861457,0.15042144,0.16203772,0.17823502,0.14640774,0.1720561,0.1713502,0.17120467
0.26669675,0.41177326,0.3828036,0.38596302,0.3876395,0.39039445,0.39227852,0.4294984,0.46328002,0.41841847,0.5106007,0.52541226,0.5361663,0.5387319
0.53527725,0.17608704,0.43073875,0.37979656,0.31530052,0.3317341,0.34101602,0.2316155,0.19715822,0.18135431,0.1634209,0.1551155,0.15098311,0.14871882
0.5396406,0.67089635,0.7159419,0.66644925,0.68827826,0.69238216,0.6612523,0.6305416,0.65491575,0.7413577,0.80379355,0.79381835,0.7852958,0.7843547
0.63324535,0.36300713,0.3013065,0.27757713,0.28859282,0.33530682,0.4870459,0.57687956,0.56418806,0.51068467,0.40730906,0.38825586,0.3765157,0.37285078
0.63324535,0.1666509,0.44336313,0.4139308,0.37258857,0.37254936,0.37137997,0.34481463,0.3004592,0.22844103,0.17675242,0.19378497,0.19958048,0.19998284
0.5350303,0.26723662,0.11678797,0.11666812,0.11083561,0.12321445,0.12945935,0.14406714,0.17218299,0.2097537,0.3085808,0.31451738,0.32117623,0.31868014
0.53961295,0.6793105,0.7392395,0.7147569,0.686768,0.6310608,0.68201226,0.64511186,0.6662283,0.6967236,0.8577332,0.8569259,0.8514076,0.85003275
