0,1,2,3,4,5,6,7,8,9,10,11,12,13
0.46084544,0.15675068,0.18292904,0.1861496,0.1828494,0.1868949,0.1906991,0.18402767,0.16251612,0.1605277,0.15618563,0.15257907,0.15450811,0.1521864
0.46084544,0.26255322,0.29296064,0.29255438,0.27864742,0.26987457,0.28722095,0.2822628,0.28040028,0.31401443,0.3396411,0.34341574,0.34652042,0.34302092
0.46084544,0.13880062,0.18024826,0.14172173,0.14248323,0.12950993,0.1851902,0.15282726,0.16224909,0.21545887,0.19070864,0.13872647,0.1425612,0.14336109
0.46084544,0.15805769,0.16484737,0.15444851,0.15482807,0.17318249,0.16642618,0.15786362,0.16493988,0.16193962,0.16431499,0.16122603,0.16114306,0.1584773
0.46084544,0.12977123,0.1758461,0.17402697,0.118570805,0.12522125,0.13222837,0.13767147,0.13862228,0.13927984,0.12853813,0.13068128,0.12359238,0.122187376
0.46084544,0.25962925,0.3094139,0.30975342,0.30116463,0.27741146,0.29185677,0.2852273,0.26939964,0.3070569,0.3256178,0.3297434,0.33135796,0.3267975
0.5853851,0.22052813,0.12640572,0.11621976,0.12776971,0.33895445,0.5988028,0.5859709,0.4305954,0.31406498,0.23088408,0.2495842,0.24075174,0.16545701
0.46084544,0.22013497,0.21528745,0.16501904,0.22865963,0.23523235,0.24173903,0.25054574,0.19977951,0.21423888,0.22170305,0.22715235,0.22831821,0.22845674
0.46084544,0.13274813,0.16107845,0.12821913,0.13446188,0.14474058,0.13013458,0.13406086,0.14449024,0.15942574,0.12853098,0.14982653,0.14792442,0.1477356
0.24979082,0.38726807,0.27154028,0.32120275,0.3507712,0.3822044,0.40212417,0.43883276,0.4689057,0.4348489,0.577492,0.595958,0.60948443,0.6116555
0.53749335,0.15975094,0.4361725,0.379241,0.30835342,0.3241005,0.33155346,0.22324467,0.18780136,0.17074966,0.14666629,0.13836217,0.13408351,0.13149309
0.53749335,0.67059183,0.69996595,0.6774044,0.7107582,0.7079582,0.6620617,0.6332269,0.66268396,0.74956703,0.8120189,0.80069137,0.7918093,0.7906041
0.6396586,0.3082788,0.26879025,0.24355793,0.24464893,0.2987895,0.46524048,0.57099104,0.5402384,0.47354078,0.35673738,0.32350707,0.31350923,0.31029832
0.6396586,0.10829687,0.42426586,0.3992138,0.36688995,0.36844826,0.3633871,0.33370113,0.28367567,0.20233488,0.13644528,0.12558794,0.12077868,0.11986232
0.53749335,0.11030078,0.10265756,0.101093054,0.10602546,0.11512351,0.12322569,0.11165142,0.1124419,0.110975504,0.1156019,0.11376786,0.11476481,0.11349583
0.53749335,0.68061495,0.7249541,0.7247467,0.7101145,0.6497636,0.6836858,0.64776754,0.67437077,0.70699024,0.8633007,0.8661504,0.8605795,0.85909164
0.6396586,0.2919569,0.28289986,0.27098036,0.27620983,0.32164097,0.4710536,0.56711054,0.51859045,0.43061066,0.33494258,0.3123399,0.30213428,0.30025136
0.6295113,0.45610833,0.46023512,0.5113683,0.47035933,0.45948267,0.45812845,0.4492874,0.4451213,0.43546462,0.43559408,0.4679823,0.46013808,0.4551468
0.69727254,0.7541578,0.7384906,0.7622371,0.77263236,0.84051967,0.80931497,0.7574481,0.72402525,0.6927204,0.834826,0.7659676,0.6807072,0.6650884
0.5604247,0.14178908,0.42761803,0.21672249,0.25799942,0.27428436,0.2620182,0.19129276,0.16725731,0.143754,0.2125181,0.40346444,0.31949395,0.3293143
0.6295113,0.15365386,0.26862,0.19331789,0.19017506,0.18716764,0.2044301,0.16345167,0.13587928,0.11833954,0.1357987,0.21512723,0.27360368,0.28066278
0.6295113,0.13385653,0.16917706,0.12450218,0.12736273,0.1297059,0.13298798,0.13434935,0.13049746,0.14095235,0.17470884,0.2150178,0.23894906,0.23411465
0.69477075,0.19411993,0.1884594,0.17198372,0.17283487,0.22628975,0.2840991,0.2461586,0.23670578,0.16414404,0.17063522,0.2534988,0.29406762,0.29259777
0.6295113,0.14600134,0.50456524,0.40109825,0.34788036,0.29574966,0.2813797,0.27203417,0.20533085,0.19255066,0.13693666,0.12852669,0.1569264,0.15942931
0.6295113,0.4205346,0.41269207,0.46582556,0.42616844,0.4044981,0.4089489,0.40442562,0.40305996,0.40415335,0.40587282,0.4385972,0.43668914,0.4330945
0.69727254,0.7168405,0.7201772,0.74124575,0.7493653,0.7349894,0.6584606,0.6025269,0.5778749,0.6526134,0.80417943,0.73686194,0.65543866,0.6394062
0.7425887,0.52673364,0.3012743,0.21280003,0.18433619,0.1747365,0.16473866,0.15472221,0.26430774,0.36216187,0.4504242,0.715086,0.73455155,0.7252239
0.72014093,0.4383917,0.19897461,0.19254208,0.18643665,0.1200552,0.11364174,0.13559532,0.27130795,0.30265045,0.43056035,0.6001656,0.6554704,0.6503732
0.69727254,0.22650242,0.4899807,0.40903282,0.3965397,0.35461426,0.47284698,0.49507618,0.4082718,0.23599243,0.20381737,0.26618314,0.2731309,0.27328777
0.72014093,0.17040777,0.50680923,0.4222107,0.380476,0.37222862,0.48131657,0.5186548,0.5189171,0.45552158,0.30914497,0.21211481,0.28059518,0.2791679
0.2695773,0.39965582,0.3830452,0.38707066,0.38560486,0.38517284,0.38705397,0.39454126,0.3938222,0.3897848,0.38145256,0.37465906,0.36913395,0.3665104
0.2695773,0.40244484,0.3761611,0.3894539,0.38839817,0.38818216,0.38977528,0.39827776,0.39586544,0.39193106,0.3846817,0.37743807,0.37134266,0.36830473
0.2695773,0.40333414,0.38700533,0.4004321,0.40079975,0.4034543,0.40065908,0.4010887,0.40122366,0.39370346,0.38431692,0.37782955,0.37221146,0.3704152
0.22887987,0.092470884,0.13838673,0.13191819,0.122291565,0.10144186,0.09628534,0.0922966,0.08982754,0.09259963,0.091079235,0.0928998,0.09721565,0.097038984
0.2695773,0.19668102,0.2586236,0.24174929,0.24210358,0.2196374,0.2171135,0.21389532,0.20678186,0.18191814,0.15147161,0.14019728,0.1345551,0.13334966
0.32365674,0.27687764,0.3337636,0.3361373,0.28343105,0.29137087,0.27573538,0.2764039,0.2693262,0.25658083,0.25310302,0.24296284,0.23527002,0.24628496
0.22660846,0.1683855,0.1666851,0.17291546,0.17209625,0.16932392,0.16766691,0.17485714,0.16716528,0.15991592,0.15219402,0.15609694,0.1545701,0.15428019
0.32365674,0.10995436,0.12129307,0.11105609,0.11256242,0.10764885,0.108483076,0.10856199,0.10839796,0.106823206,0.10441136,0.10235715,0.10165715,0.10228491
0.83753026,0.26242495,0.4109478,0.38680077,0.43348312,0.4374962,0.44805908,0.48288918,0.49660873,0.504179,0.25051546,0.21972704,0.42575634,0.5601876
0.83753026,0.20724678,0.46112442,0.48669815,0.48659515,0.45767117,0.43309593,0.48921204,0.6058893,0.5487814,0.3555956,0.18026114,0.3064376,0.34658813
0.83753026,0.28558254,0.45991516,0.458786,0.4676218,0.4524641,0.48788738,0.49966526,0.48810863,0.48994637,0.2125783,0.34903955,0.53597283,0.6296407
0.83753026,0.20893478,0.45562744,0.4698143,0.46081734,0.43628216,0.41048717,0.4743786,0.6121969,0.5421238,0.36935425,0.19294119,0.28901386,0.34755373
0.83753026,0.16993427,0.502594,0.5262718,0.52448654,0.53107834,0.52399063,0.5236778,0.5164337,0.4560604,0.26049042,0.20754623,0.27885056,0.2875718
0.60245156,0.16594362,0.55258274,0.45182323,0.42337894,0.3556528,0.30887127,0.22205687,0.23668766,0.17386484,0.14376283,0.13909292,0.12581086,0.123821974
0.60245156,0.21543074,0.47350025,0.38340187,0.33934593,0.35058308,0.26570177,0.2709427,0.23187208,0.2133689,0.19025826,0.16625237,0.15571022,0.15541577
0.60245156,0.14473057,0.43886566,0.43147945,0.42247868,0.39752388,0.3422308,0.3047819,0.1560502,0.14989424,0.12812996,0.11751628,0.1263783,0.12404752
0.60245156,0.21501112,0.5242901,0.5232105,0.499403,0.49304008,0.4584942,0.4679985,0.5166044,0.4619007,0.28176975,0.14786696,0.14360476,0.14063478
0.60245156,0.117730856,0.29742813,0.2894678,0.2640171,0.23433304,0.22780561,0.20154238,0.16157484,0.15017772,0.14945745,0.14755654,0.14372516,0.14295578
0.60245156,0.185925,0.5342808,0.5167599,0.51127625,0.49728584,0.4794674,0.25920582,0.20031309,0.19135761,0.15100384,0.1449728,0.14214611,0.14134073
0.29248124,0.22540617,0.20915699,0.20725918,0.20377588,0.18771458,0.18636179,0.21511984,0.23890924,0.24800634,0.24806166,0.23588657,0.24216366,0.24210358
0.29248124,0.22644615,0.21705246,0.22304058,0.21986485,0.22624588,0.22941017,0.22814274,0.22559929,0.22246933,0.20361137,0.19257402,0.1849761,0.1826973
0.29248124,0.15670204,0.2375946,0.22507858,0.24054432,0.24679518,0.25761175,0.26776028,0.21457815,0.15478659,0.15203047,0.14474785,0.14062321,0.13980985
0.29248124,0.243608,0.27438736,0.27822018,0.28929567,0.2982297,0.3057351,0.3365016,0.31084156,0.29708123,0.28174376,0.2767279,0.27374554,0.27377653
0.29248124,0.23198986,0.19980621,0.21192074,0.21551323,0.22467995,0.22959518,0.23697281,0.23445845,0.2310934,0.21559668,0.20651865,0.19982529,0.19723892
0.31739384,0.24516535,0.17843944,0.12931311,0.13416213,0.6711665,0.24634218,0.40065765,0.33858776,0.30199242,0.30830908,0.2722292,0.2741022,0.27390242
0.35620716,0.46664536,0.2134099,0.26424468,0.31988657,0.3657205,0.40440285,0.43479848,0.46169007,0.49920702,0.6069517,0.63624287,0.66277647,0.6640512
0.5,0.6632792,0.6968324,0.6958281,0.68863606,0.68289435,0.6770818,0.6664115,0.6537968,0.6391325,0.6193383,0.6100867,0.6028929,0.60102606
0.46084544,0.6261982,0.6471131,0.6551689,0.6439253,0.6507281,0.65785396,0.6531749,0.6327864,0.60412765,0.58088744,0.57586753,0.5707325,0.5670359
