node_id,node_name,node_type,0,1,2,3,4,5,6,7,8,9,10,11,12,feat_name,score,mean,std,dist
0,adservice-hipstershop.adservice/getads,api,0.6968485,0.028374672,0.91829586,0.2544639,0.21359801,0.19450688,0.2164762,0.09531367,0.083117485,0.11221218,0.1616962,0.20123279,0.09439966,feat,0.0,0.08371667878104166,0.04135776942805827,0.05773788
0,adservice-hipstershop.adservice/getads,api,0.8151383,0.049485266,0.8351395,0.21884923,0.20943356,0.20997795,0.17356357,0.11076934,0.079072006,0.08366747,0.108448386,0.17708999,0.17205995,feat_mean,0.0,0.08371667878104166,0.04135776942805827,0.05773788
0,adservice-hipstershop.adservice/getads,api,0.7274929,0.039879356,0.78686935,0.2635595,0.2309824,0.21600395,0.17683135,0.13131116,0.09723499,0.09212034,0.09462171,0.08627823,0.10000263,feat_pred,0.0,0.08371667878104166,0.04135776942805827,0.05773788
1,cartservice-/hipstershop.CartService/AddItem,api,0.49879593,0.03011614,1.0,1.0,0.040377736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,feat,0.0,0.10490504442717165,0.09014840396757572,0.0524534
1,cartservice-/hipstershop.CartService/AddItem,api,0.6441844,0.0027891954,1.0004474,0.98907214,0.057891168,0.018021692,0.0080829365,0.0011234886,0.0016398919,0.0028316292,0.010158832,0.02051201,0.015995368,feat_mean,0.0,0.10490504442717165,0.09014840396757572,0.0524534
1,cartservice-/hipstershop.CartService/AddItem,api,0.49069732,0.00022436593,1.0529008,0.9872614,0.05623387,0.015367984,0.005285429,2.3885552e-05,5.8250647e-05,0.00015729295,0.002157612,0.008450648,0.0047621066,feat_pred,0.0,0.10490504442717165,0.09014840396757572,0.0524534
2,cartservice-/hipstershop.CartService/EmptyCart,api,0.37355322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,feat,0.0,0.11743947336613839,0.142539071650757,0.007139849
2,cartservice-/hipstershop.CartService/EmptyCart,api,0.59433144,0.09735501,0.015319157,0.01672567,0.012559614,0.0111083165,0.013999434,0.008571728,0.01802016,0.026978133,0.040759943,0.048195533,0.16319813,feat_mean,0.0,0.11743947336613839,0.142539071650757,0.007139849
2,cartservice-/hipstershop.CartService/EmptyCart,api,0.41669613,0.04794434,0.022454942,0.016809717,0.012785362,0.0106969485,0.0118656475,0.0063094283,0.01197239,0.016161688,0.02369752,0.025685316,0.0772864,feat_pred,0.0,0.11743947336613839,0.142539071650757,0.007139849
3,cartservice-/hipstershop.CartService/GetCart,api,0.6910586,0.23100932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40280858,feat,0.0,0.0869425618954241,0.10988187295704041,0.0012599846
