0,1,2,3,4,5,6,7
0.37777296,0.22344229,0.42910597,0.42891598,0.0,0.0,0.6492843,0.9235857
0.6473515,0.5141545,0.6306029,0.6305752,0.0,0.0,0.6661264,0.91729355
0.62649655,0.4827727,0.45497847,0.45466942,0.0,0.0,0.7678881,0.93144304
0.4162669,0.3207807,0.4692412,0.46887124,0.0,0.0,0.40904826,0.871783
0.45616516,0.3548964,0.3420019,0.34182155,0.0,0.0,0.42434362,0.8601028
0.4211203,0.2608679,0.571493,0.57115537,0.0,0.0,0.38761416,0.8470936
0.30784371,0.21513525,0.430847,0.4308201,0.0,0.0,0.24361454,0.8443235
0.45126837,0.2947787,0.50616956,0.50591594,0.0,0.0,0.40150246,0.8548252
0.44572204,0.33464935,0.45212317,0.45190376,0.0,0.0,0.4261432,0.87154067
0.610173,0.57845974,0.84116983,0.84074265,0.0,0.0,0.49798998,0.66186035
0.5935057,0.5003163,0.64639825,0.64632154,0.0,0.0,0.6501056,0.8840969
0.4774763,0.37740883,0.5629819,0.56293225,0.0,0.0,0.55791205,0.7962032
0.65474564,0.52931637,0.6580083,0.65767497,0.0,0.0,0.8094966,0.9072878
0.38900882,0.24079347,0.13518193,0.13508916,0.0,0.0,0.6371891,0.9169272
0.5931262,0.44225255,0.4049587,0.40445006,0.0,0.0,0.75812864,0.9489251
0.5982815,0.4483894,0.4426411,0.44216377,0.0,0.0,0.743843,0.9294723
0.46964797,0.36900058,0.31159532,0.3114227,0.0,0.0,0.3452849,0.8482855
0.6201785,0.4756565,0.3637985,0.3636308,0.0,0.0,0.74016637,0.9349335
0.5724116,0.46263626,0.3115226,0.31096122,0.0,0.0,0.56873566,0.87696946
0.0,0.0,0.0,0.0,0.0,0.0,0.7199887,0.9297726
0.27778453,0.18422668,0.41355872,0.41351503,0.0,0.0,0.1378195,0.8480804
0.42379573,0.31576803,0.4937973,0.4936528,0.0,0.0,0.69044334,0.9327258
0.4140369,0.26737255,0.42495158,0.424897,0.0,0.0,0.2786026,0.82532436
0.30757514,0.2086969,0.13972543,0.13945124,0.0,0.0,0.37559846,0.85714877
0.47107416,0.39081317,0.4253225,0.42493078,0.0,0.0,0.53251785,0.87259614
0.5142387,0.35553974,0.20056103,0.20012645,0.0,0.0,0.46309832,0.85420656
0.4162842,0.3218748,0.52175146,0.5216717,0.0,0.0,0.341085,0.83524096
0.44180113,0.34644818,0.59951115,0.59943604,0.0,0.0,0.33594644,0.84557205
