0,1,2,3,4,5,6,7,8,9,10,11,12,13
0.14639103,0.00028100962,0.4121407,0.37192705,0.0,0.0,0.0,0.0,0.113718934,0.40214363,0.0,0.0,0.3046177,0.71064717
0.07401397,0.00029287054,0.40385935,0.23680241,0.0,0.0,0.0,0.0,0.10586744,0.5292379,0.0,0.0,0.28407767,0.7106433
0.13385308,0.0003929036,0.1797895,0.22461736,0.0,0.0,0.0,0.0,0.13194044,0.5730995,0.0,0.0,0.28630447,0.71410924
0.26262334,0.006285893,0.7685989,0.81944764,0.0,0.0,0.0,0.0,0.12598832,0.5329917,0.0,0.0,0.54716724,0.6261505
0.3305088,0.0014244389,0.700896,0.67931455,0.0,0.0,0.0,0.0,0.15469028,0.5237269,0.0,0.0,0.3757736,0.75997776
0.23875201,0.0013307894,0.7494146,0.8558471,0.0,0.0,0.0,0.0,0.1494047,0.50323117,0.0,0.0,0.4531754,0.7600828
0.22800829,0.0013943253,0.8543913,0.852965,0.0,0.0,0.0,0.0,0.14188206,0.53789544,0.0,0.0,0.36023098,0.75994694
0.10435678,0.040909175,0.7334934,0.77822024,0.0,0.0,0.0,0.0,0.16557221,0.5902075,0.0,0.0,0.7673518,0.6794894
0.34888828,0.20041844,0.37039328,0.45846868,0.0,0.0,0.0,0.0,0.118254386,0.59324527,0.0,0.0,0.3309379,0.6701045
0.11625337,0.062045842,0.40657872,0.30368152,0.0,0.0,0.0,0.0,0.114625186,0.54554343,0.0,0.0,0.26490855,0.7081186
0.0765002,0.053124573,0.23379348,0.3278498,0.0,0.0,0.0,0.0,0.11181825,0.46114504,0.0,0.0,0.33607706,0.66829467
0.2801699,0.22643186,0.3813803,0.4325488,0.0,0.0,0.0,0.0,0.105065666,0.4562837,0.0,0.0,0.40288436,0.61158556
0.17737272,0.012968414,0.20677546,0.3368773,0.0,0.0,0.0,0.0,0.24537192,0.49527332,0.0,0.0,0.32767045,0.74027604
0.40074626,0.015929257,0.38533452,0.4026814,0.0,0.0,0.0,0.0,0.24676898,0.41310307,0.0,0.0,0.3981511,0.7615248
0.18523067,0.013034071,0.19947447,0.3043155,0.0,0.0,0.0,0.0,0.2524902,0.4977054,0.0,0.0,0.33830655,0.7501338
0.21914467,0.033556193,0.25819385,0.33128574,0.0,0.0,0.0,0.0,0.24049798,0.31579295,0.0,0.0,0.35332778,0.6738609
0.40287817,0.00029402378,0.49938455,0.37865663,0.0,0.0,0.0,0.0,0.052835423,0.40541005,0.0,0.0,0.45601434,0.39642313
0.46266207,0.00024934966,0.46474355,0.33359766,0.0,0.0,0.0,0.0,0.044681225,0.47202998,0.0,0.0,0.39997122,0.39715257
0.5008012,0.00019355495,0.48136964,0.34871668,0.0,0.0,0.0,0.0,0.056070197,0.42176434,0.0,0.0,0.40823248,0.3970353
0.32406378,0.00033834254,0.45462656,0.32816547,0.0,0.0,0.0,0.0,0.061342467,0.5012892,0.0,0.0,0.40889847,0.33079505
0.4344908,0.0032767754,0.40361437,0.34196755,0.0,0.0,0.0,0.0,0.38072664,0.439689,0.0,0.0,0.24843109,0.78834057
0.37931132,0.0012196392,0.22225483,0.21038826,0.0,0.0,0.0,0.0,0.3496909,0.49365202,0.0,0.0,0.267382,0.74472797
0.4159948,0.0011023749,0.27955276,0.26027,0.0,0.0,0.0,0.0,0.37613302,0.6594258,0.0,0.0,0.3258129,0.75963193
0.23193584,0.011524449,0.5908143,0.63624233,0.0,0.0,0.0,0.0,0.32636848,0.3748609,0.0,0.0,0.40845388,0.7396958
0.006359722,0.00047602423,0.53233045,0.6158336,0.0,0.0,0.0,0.0,0.048884854,0.41328168,0.0,0.0,0.6506561,0.39777696
0.24724017,0.18970726,0.49977764,0.5536833,0.0,0.0,0.0,0.0,0.029168867,0.416445,0.0,0.0,0.7666938,0.40029174
0.014008721,0.0003422039,0.5481226,0.61008906,0.0,0.0,0.0,0.0,0.046877213,0.24833848,0.0,0.0,0.3702147,0.40192792
0.07438466,0.00026590194,0.6699533,0.6304715,0.0,0.0,0.0,0.0,0.05294117,0.45818543,0.0,0.0,0.30965,0.33301267
0.47918364,0.0011412045,0.47923014,0.3484728,0.0,0.0,0.0,0.0,0.48045617,0.53224003,0.0,0.0,0.5119201,0.78783727
0.4720883,0.0012589017,0.43831795,0.3299408,0.0,0.0,0.0,0.0,0.48228648,0.45008022,0.0,0.0,0.4676701,0.8192954
