0,1,2,3,4,5,6,7,8,9,10,11,12
0.76019573,0.12063551,0.78830206,0.5918827,0.3351574,0.5453415,0.36623955,0.30869007,0.1727705,0.16992521,0.2661767,0.4243436,0.28230023
0.6309297,0.04256642,1.0,1.0,0.11914706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.56245095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.7604939,0.42845955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.60019064,0.4677357
0.0,0.10032916,0.10032916,0.10032916,0.10032916,0.10032916,0.10032916,0.10032916,0.10032916,0.10032916,0.10032916,0.10032916,0.10032916
0.75473505,0.17875986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.526487
0.66208375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.04425502,0.04425502,0.04425502,0.04425502,0.04425502,0.04425502,0.04425502,0.04425502,0.04425502,0.04425502,0.04425502,0.04425502
0.56245095,0.078307986,0.27528477,0.11765003,0.09035182,0.08041453,0.06934643,0.066086054,0.061044216,0.054416418,0.05551541,0.05974555,0.16055274
0.56245095,0.071932435,0.15474188,0.14476275,0.1334765,0.12178135,0.101043105,0.10807407,0.10251808,0.07401538,0.04393506,0.025282264,0.030626297
0.56245095,0.23046315,0.49938667,0.458274,0.41456354,0.4420526,0.42216635,0.39922738,0.37703574,0.28757966,0.18918014,0.14885592,0.17132723
0.66914195,0.031160474,0.029526591,0.041113615,0.04755628,0.042825103,0.031152964,0.031805515,0.032470107,0.027964592,0.030096054,0.031643987,0.050644517
0.56245095,0.160303,0.14293385,0.07929349,0.07156682,0.054085493,0.04764533,0.050463438,0.030379295,0.03756857,0.05048716,0.2561041,0.41149712
0.56245095,0.02246964,0.33773994,0.06901264,0.06860423,0.028978467,0.018312097,0.016108751,0.017389297,0.018576264,0.021613002,0.027727365,0.037164927
0.63452846,0.04098749,0.31451225,0.25901318,0.25153542,0.27181244,0.2802906,0.3038292,0.30125332,0.24525928,0.108178616,0.04971075,0.051975608
0.56245095,0.028856516,0.23173523,0.08189249,0.06755018,0.057296515,0.058826923,0.06036091,0.052111864,0.05257559,0.03755486,0.044282436,0.053147316
0.56245095,0.041227102,0.09451699,0.055879116,0.055542707,0.050451994,0.05368495,0.05698538,0.06385875,0.069889784,0.07698536,0.048571587,0.058393717
0.74567163,0.45703793,0.59726906,0.48196983,0.5556936,0.5514097,0.5473509,0.57016087,0.54328346,0.5320587,0.50050545,0.48767662,0.39600408
0.7619964,0.3600912,0.56554985,0.58480644,0.5273304,0.4836731,0.4957962,0.5177345,0.50187683,0.54429626,0.50450134,0.47175026,0.43583298
0.56245095,0.27070713,0.51802444,0.4595375,0.46236038,0.48191452,0.48044205,0.4974785,0.47101974,0.45990372,0.4914322,0.19113779,0.12851143
0.76019573,0.056437492,0.54335785,0.48923492,0.46913147,0.4725418,0.44602203,0.47784042,0.12627983,0.06478691,0.15497875,0.09098482,0.15179372
0.6309297,0.033596754,0.45390403,0.4093014,0.13615966,0.03461027,0.034580946,0.038557768,0.036966205,0.03390622,0.03242886,0.032366276,0.042009354
0.7586944,0.0189929,0.6288986,0.37832642,0.14474678,0.9295573,0.8441405,0.048025846,0.03708148,0.026509285,0.022904038,0.01958406,0.058260918
0.56245095,0.22024727,0.43944514,0.40225935,0.3631215,0.34114206,0.37659347,0.3552214,0.3539369,0.27505374,0.183236,0.14402819,0.16712868
0.74347746,0.04798031,0.3490219,0.548193,0.5193081,0.53515244,0.4697504,0.31670284,0.19835377,0.066730976,0.28750038,0.21579647,0.07439184
0.7619964,0.018850327,0.585392,0.5197449,0.50928116,0.5022354,0.49935913,0.48843002,0.14183521,0.05547142,0.3071537,0.023229003,0.05316913
0.6567281,0.057808638,0.09871948,0.7090506,0.2859962,0.30248868,0.36306453,0.28754663,0.0145299435,0.01718545,0.024107695,0.02905798,0.14160395
0.7570095,0.009358168,0.6465111,0.25513458,0.20469284,0.17915535,0.019327879,0.016226292,0.016088724,0.014797926,0.013450861,0.012262583,0.13773775
0.6648278,0.05307722,0.512537,0.09504843,0.05455613,0.3103733,0.34443092,0.048199177,0.057033777,0.06671977,0.08010864,0.09384227,0.117189765
0.7702873,0.01177001,0.5571804,0.29981232,0.19327164,0.15486526,0.13383675,0.13763046,0.04075241,0.02973938,0.09201431,0.015374541,0.03783238
0.7003503,0.018528223,0.36686897,0.04958296,0.02319932,0.014933467,0.015965343,0.01734519,0.021051288,0.027156472,0.03657818,0.039277196,0.06052494
0.56245095,0.04419148,0.5406141,0.47837257,0.33739758,0.2959137,0.2727213,0.25406933,0.0846467,0.08312988,0.046361923,0.044396162,0.044616938
0.7699842,0.0067050457,0.65057755,0.2497406,0.17189789,0.12799835,0.03289652,0.0125284195,0.010729551,0.011552095,0.014144421,0.006870866,0.105458856
0.7619964,0.4562149,0.560102,0.5401726,0.60346603,0.52783585,0.4682064,0.57478714,0.43671227,0.51667976,0.41927147,0.4770584,0.4137584
0.7702873,0.01376915,0.52973175,0.39738846,0.3167076,0.25634766,0.13697243,0.14221764,0.14615631,0.14556694,0.19499207,0.11876583,0.028916776
0.7702873,0.012498379,0.5715885,0.39784622,0.3142662,0.24586105,0.13949966,0.13235092,0.14309502,0.14264011,0.16563702,0.106375694,0.026287794
0.6812583,0.12487078,0.56745625,0.42934036,0.5215664,0.52108,0.51398087,0.51449585,0.4508934,0.47724152,0.35746288,0.17148447,0.35655057
0.56245095,0.12571037,0.51922035,0.5121536,0.50001717,0.5126877,0.48500443,0.52300453,0.4370432,0.46502352,0.14341962,0.11480224,0.11405432
