0,1,2,3,4,5,6,7,8,9,10,11,12,13
0.14122383,0.0,0.4249649,0.41722488,0.0,0.0,0.0,0.0,0.083231546,0.33170605,0.0,0.0,0.3268032,0.66629183
0.06270167,0.0,0.30828094,0.1303482,0.0,0.0,0.0,0.0,0.071210526,0.5171196,0.0,0.0,0.27089024,0.66629183
0.11895876,0.0,0.16847897,0.1889801,0.0,0.0,0.0,0.0,0.10176968,0.55447674,0.0,0.0,0.27576065,0.66954273
0.24345589,0.0,0.8663502,0.923234,0.0,0.0,0.0,0.0,0.09820285,0.5328758,0.0,0.0,0.656703,0.6736976
0.32109022,0.0,0.7417033,0.72507346,0.0,0.0,0.0,0.0,0.11294906,0.5464381,0.0,0.0,0.36035442,0.7180017
0.23272547,0.0,0.7787149,0.8755814,0.0,0.0,0.0,0.0,0.10774823,0.50142246,0.0,0.0,0.44534874,0.7180017
0.22193822,0.0,0.87431204,0.87696016,0.0,0.0,0.0,0.0,0.09889362,0.5005431,0.0,0.0,0.29070663,0.7180017
0.07300185,0.0,0.7549262,0.8018731,0.0,0.0,0.0,0.0,0.13456869,0.603289,0.0,0.0,0.7570038,0.72012156
0.30391416,0.16400434,0.32180977,0.46122503,0.0,0.0,0.0,0.0,0.09887969,0.6073364,0.0,0.0,0.20234585,0.6296636
0.10107676,0.051420916,0.5212002,0.3059044,0.0,0.0,0.0,0.0,0.09452989,0.5766009,0.0,0.0,0.17720556,0.67361677
0.06493291,0.040682696,0.20441866,0.29279375,0.0,0.0,0.0,0.0,0.08893734,0.47366166,0.0,0.0,0.32251358,0.6275337
0.23663367,0.17019658,0.33529615,0.3888712,0.0,0.0,0.0,0.0,0.07629685,0.5852251,0.0,0.0,0.24839497,0.57348156
0.1382526,0.0,0.21112919,0.31007528,0.0,0.0,0.0,0.0,0.17842081,0.4899959,0.0,0.0,0.3729539,0.70381504
0.30698386,0.0,0.31992722,0.32099342,0.0,0.0,0.0,0.0,0.1769438,0.31125158,0.0,0.0,0.56556463,0.7281368
0.14425515,0.0,0.16317439,0.19318485,0.0,0.0,0.0,0.0,0.18252504,0.41509157,0.0,0.0,0.38162756,0.71511775
0.21249901,0.0,0.19831085,0.18407726,0.0,0.0,0.0,0.0,0.20590612,0.28237498,0.0,0.0,0.3036692,0.71679777
0.38663766,0.0,0.5163517,0.350502,0.0,0.0,0.0,0.0,0.028159805,0.5473031,0.0,0.0,0.46777916,0.4036774
0.45896855,0.0,0.37675858,0.26128674,0.0,0.0,0.0,0.0,0.035921857,0.47309744,0.0,0.0,0.3396573,0.4036774
0.52155554,0.0,0.42827034,0.2727785,0.0,0.0,0.0,0.0,0.030956015,0.5604651,0.0,0.0,0.37807226,0.4036774
0.3233254,0.0,0.3860588,0.21168137,0.0,0.0,0.0,0.0,0.03475561,0.6024114,0.0,0.0,0.37963295,0.23784456
0.37528652,0.0,0.36795282,0.37769794,0.0,0.0,0.0,0.0,0.31615168,0.39090347,0.0,0.0,0.10115242,0.773821
0.32658616,0.0,0.15593147,0.13487864,0.0,0.0,0.0,0.0,0.29561695,0.47798717,0.0,0.0,0.16270494,0.7392167
0.33892822,0.0,0.1851778,0.23456621,0.0,0.0,0.0,0.0,0.3054265,0.6504074,0.0,0.0,0.26322174,0.73410577
0.22413397,0.0034998902,0.66838074,0.76310515,0.0,0.0,0.0,0.0,0.31758428,0.3865298,0.0,0.0,0.38256216,0.77268755
0.00509477,0.0,0.5465312,0.64889336,0.0,0.0,0.0,0.0,0.023445144,0.6197996,0.0,0.0,0.5952437,0.4036774
0.0012588145,0.0,0.3386222,0.42301643,0.0,0.0,0.0,0.0,0.025716603,0.23854262,0.0,0.0,0.72799987,0.4036774
0.011482187,0.0,0.5628791,0.6389315,0.0,0.0,0.0,0.0,0.026118197,0.055109978,0.0,0.0,0.33218813,0.4036774
0.057373427,0.0,0.7305994,0.66007614,0.0,0.0,0.0,0.0,0.028141178,0.60277677,0.0,0.0,0.0,0.23784456
0.38082653,0.0,0.39275742,0.28340054,0.0,0.0,0.0,0.0,0.3993747,0.53654754,0.0,0.0,0.62120724,0.7441284
0.3730081,0.0,0.36354208,0.23832035,0.0,0.0,0.0,0.0,0.40046412,0.34358656,0.0,0.0,0.47362328,0.7814721
0.37878406,0.0,0.46266794,0.400321,0.0,0.0,0.0,0.0,0.39732158,0.33901882,0.0,0.0,0.46713495,0.74428093
0.35414562,0.029049987,0.3780594,0.57005024,0.0,0.0,0.0,0.0,0.3931742,0.49259636,0.0,0.0,0.42443705,0.76162696
0.3251735,0.0,0.29480267,0.25514984,0.0,0.0,0.0,0.0,0.19578779,0.36608648,0.0,0.0,0.23029852,0.69605935
0.3427476,0.0,0.51963043,0.32271576,0.0,0.0,0.0,0.0,0.2076912,0.5437642,0.0,0.0,0.2361269,0.6973319
0.35645437,0.0,0.48828602,0.32600117,0.0,0.0,0.0,0.0,0.19657508,0.39080715,0.0,0.0,0.25102615,0.69605935
0.23316027,0.0,0.35996246,0.2697277,0.0,0.0,0.0,0.0,0.23751745,0.53301466,0.0,0.0,0.42044878,0.73461473
0.021994384,0.0,0.22833371,0.25931454,0.0,0.0,0.0,0.0,0.055662178,0.43719992,0.0,0.0,0.4412036,0.62596476
0.02514961,0.0,0.32421637,0.32454705,0.0,0.0,0.0,0.0,0.06672947,0.47427616,0.0,0.0,0.55460644,0.62596476
0.019452628,0.0,0.19332743,0.20933819,0.0,0.0,0.0,0.0,0.07171868,0.5292867,0.0,0.0,0.48148537,0.62596476
0.03170388,0.0,0.45394206,0.34309506,0.0,0.0,0.0,0.0,0.055479616,0.29729152,0.0,0.0,0.4872942,0.6205167
