u,u_name,v,v_name,score_diff,score,score_counter
250,ts-train-service-HTTP GET /api/v1/trainservice/trains/byName/{name},23,ts-basic-service-HTTP GET /api/v1/trainservice/trains/byName/{name},10.694440057497292,10.694440057497292,0.0
29,ts-basic-service-HTTP POST /api/v1/trainservice/trains/byNames,18,ts-basic-service-BasicController.queryForTravels,17.339609020032423,17.339609020032423,0.0
251,ts-train-service-HTTP POST /api/v1/trainservice/trains/byNames,29,ts-basic-service-HTTP POST /api/v1/trainservice/trains/byNames,24.440589030553042,24.440589030553042,0.0
18,ts-basic-service-BasicController.queryForTravels,25,ts-basic-service-HTTP POST /api/v1/basicservice/basic/travels,5.908983219920689,5.908983219920689,0.0
23,ts-basic-service-HTTP GET /api/v1/trainservice/trains/byName/{name},17,ts-basic-service-BasicController.queryForTravel,7.509042020479139,7.72351568570795,0.21447366522881062
275,ts-travel2-service-HTTP POST /api/v1/basicservice/basic/travel,283,ts-travel2-service-Travel2Controller.getTripAllDetailInfo,4.063443458184911,4.50704374207194,0.4436002838870293
24,ts-basic-service-HTTP POST /api/v1/basicservice/basic/travel,187,ts-preserve-service-HTTP POST /api/v1/basicservice/basic/travel,11.445779291321061,11.445779291321061,0.0
24,ts-basic-service-HTTP POST /api/v1/basicservice/basic/travel,175,ts-preserve-other-service-HTTP POST /api/v1/basicservice/basic/travel,11.277151626344514,11.277151626344514,0.0
24,ts-basic-service-HTTP POST /api/v1/basicservice/basic/travel,275,ts-travel2-service-HTTP POST /api/v1/basicservice/basic/travel,10.584672982059992,10.584672982059992,0.0
24,ts-basic-service-HTTP POST /api/v1/basicservice/basic/travel,261,ts-travel-service-HTTP POST /api/v1/basicservice/basic/travel,7.2145071636495155,7.2145071636495155,0.0
276,ts-travel2-service-HTTP POST /api/v1/basicservice/basic/travels,284,ts-travel2-service-Travel2Controller.queryInfo,6.590949159562929,6.590949159562929,0.0
262,ts-travel-service-HTTP POST /api/v1/basicservice/basic/travels,271,ts-travel-service-TravelController.queryInfo,5.316424524490869,5.316424524490869,0.0
17,ts-basic-service-BasicController.queryForTravel,24,ts-basic-service-HTTP POST /api/v1/basicservice/basic/travel,9.319322262481078,9.319322262481078,0.0
261,ts-travel-service-HTTP POST /api/v1/basicservice/basic/travel,270,ts-travel-service-TravelController.getTripAllDetailInfo,2.9036769872371195,2.9036769872371195,0.0
284,ts-travel2-service-Travel2Controller.queryInfo,279,ts-travel2-service-HTTP POST /api/v1/travel2service/trips/left,5.886301881142922,5.886301881142922,0.0
25,ts-basic-service-HTTP POST /api/v1/basicservice/basic/travels,276,ts-travel2-service-HTTP POST /api/v1/basicservice/basic/travels,9.240918482674127,9.240918482674127,0.0
25,ts-basic-service-HTTP POST /api/v1/basicservice/basic/travels,262,ts-travel-service-HTTP POST /api/v1/basicservice/basic/travels,8.54823567237435,8.54823567237435,0.0
