node_id,node_name,node_type,0,1,2,3,4,5,6,7,8,9,10,11,12,feat_name,score,mean,std,dist
0,adservice-hipstershop.adservice/getads,api,0.66883075,0.035962403,0.91829586,0.2544639,0.2967384,0.23011613,0.24680758,0.12433815,0.12127185,0.15220213,0.16452086,0.22562182,0.12689811,feat,0.0,0.08371667878104166,0.04135776942805827,0.077788986
0,adservice-hipstershop.adservice/getads,api,0.8151383,0.049485266,0.8351395,0.21884923,0.20943356,0.20997795,0.17356357,0.11076934,0.079072006,0.08366747,0.108448386,0.17708999,0.17205995,feat_mean,0.0,0.08371667878104166,0.04135776942805827,0.077788986
0,adservice-hipstershop.adservice/getads,api,0.6876839,0.05765487,0.8778594,0.23662788,0.2258689,0.22697404,0.19404958,0.12457874,0.08508326,0.094560474,0.13375874,0.2196393,0.18031219,feat_pred,0.0,0.08371667878104166,0.04135776942805827,0.077788986
1,cartservice-/hipstershop.CartService/AddItem,api,0.11863591,0.7629696,1.7850844,6.929157,1.0229397,0.9516634,0.9511061,0.9511061,0.9058094,0.7755319,0.7755319,0.75223935,0.5450954,feat,9.02128032678321,0.10490504442717165,0.09014840396757572,0.91815907
1,cartservice-/hipstershop.CartService/AddItem,api,0.6441844,0.0027891954,1.0004474,0.98907214,0.057891168,0.018021692,0.0080829365,0.0011234886,0.0016398919,0.0028316292,0.010158832,0.02051201,0.015995368,feat_mean,9.02128032678321,0.10490504442717165,0.09014840396757572,0.91815907
1,cartservice-/hipstershop.CartService/AddItem,api,0.796639,0.22593874,0.019033136,0.7278788,0.15510994,0.08833564,0.12692556,0.005416825,0.026800964,0.06432015,0.3788497,0.34679413,0.71929723,feat_pred,9.02128032678321,0.10490504442717165,0.09014840396757572,0.91815907
2,cartservice-/hipstershop.CartService/EmptyCart,api,0.3383581,0.73127675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.704812,0.76631975,0.7486976,0.7291529,feat,0.0,0.11743947336613839,0.142539071650757,0.10170269
2,cartservice-/hipstershop.CartService/EmptyCart,api,0.59433144,0.09735501,0.015319157,0.01672567,0.012559614,0.0111083165,0.013999434,0.008571728,0.01802016,0.026978133,0.040759943,0.048195533,0.16319813,feat_mean,0.0,0.11743947336613839,0.142539071650757,0.10170269
2,cartservice-/hipstershop.CartService/EmptyCart,api,0.07524282,0.043084055,0.057329252,0.074716,0.053417645,0.041408375,0.04875445,0.035773877,0.04029382,0.04053437,0.041455314,0.024967639,0.01774994,feat_pred,0.0,0.11743947336613839,0.142539071650757,0.10170269
3,cartservice-/hipstershop.CartService/GetCart,api,0.49806082,0.87880015,0.0,0.0,0.0,0.9738466,0.94602346,0.94798905,1.0023022,1.0031344,0.96137774,0.98928744,0.84787744,feat,12.68290573161034,0.0869425618954241,0.10988187295704041,1.480564
3,cartservice-/hipstershop.CartService/GetCart,api,0.81215394,0.27231058,0.0038057575,0.015371894,0.005121312,0.0042633913,0.0072037363,0.0042030015,0.010043176,0.024930993,0.070358716,0.23895109,0.41177747,feat_mean,12.68290573161034,0.0869425618954241,0.10988187295704041,1.480564
3,cartservice-/hipstershop.CartService/GetCart,api,0.24124722,0.5238109,0.025093183,0.5888324,0.07884188,0.041736938,0.090071894,0.014057376,0.013625332,0.062608436,0.5537861,1.4632981,0.6388104,feat_pred,12.68290573161034,0.0869425618954241,0.10988187295704041,1.480564
4,cartservice-HGET,api,0.15020703,0.99072945,0.0,7.3138866,10.025749,0.9845706,1.0034434,0.94602346,0.94602346,0.96123123,0.9190165,0.95223516,0.8506362,feat,0.0,0.09762632317960167,0.107270484361196,0.0
4,cartservice-HGET,api,0.82700604,0.11791,0.0013780213,0.0030052257,0.0020482133,0.0018842946,0.003259986,0.00233247,0.0057039703,0.011431284,0.02332047,0.029049579,0.28440583,feat_mean,0.0,0.09762632317960167,0.107270484361196,0.0
4,cartservice-HGET,api,0.43434364,0.032346554,0.00076311105,0.002468629,0.0015132356,0.0012392773,0.0020733662,0.001156851,0.003222414,0.0051549855,0.007626075,0.0055186762,0.053021446,feat_pred,0.0,0.09762632317960167,0.107270484361196,0.0
5,cartservice-HMSET,api,0.059893176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,feat,0.0,0.07874013669484463,0.09942882160068668,0.0
5,cartservice-HMSET,api,0.70745564,0.03857972,0.0080688065,0.006474664,0.0040700333,0.00360466,0.0046437117,0.0032872467,0.0065786056,0.01065689,0.015061674,0.016903298,0.07684287,feat_mean,0.0,0.07874013669484463,0.09942882160068668,0.0
5,cartservice-HMSET,api,0.28482845,0.009312792,0.0042210505,0.0063557797,0.0031790056,0.0023772935,0.0028704286,0.0015576726,0.0034012536,0.0042283298,0.0040759384,0.0024272914,0.009974581,feat_pred,0.0,0.07874013669484463,0.09942882160068668,0.0
6,checkoutservice-hipstershop.CartService/EmptyCart,api,0.37355322,0.9471513,1.6474736,1.3626566,1.392524,1.347448,1.3513345,1.1639394,1.1006223,0.99939287,0.9391295,0.90064263,0.83243597,feat,2.9660818479281956,0.15653688300813628,0.13271435685392605,0.5501785
6,checkoutservice-hipstershop.CartService/EmptyCart,api,0.5803978,0.08314958,0.08474388,0.038536012,0.038584203,0.037669282,0.041600645,0.033626977,0.037656754,0.046148386,0.059082426,0.08878913,0.15920015,feat_mean,2.9660818479281956,0.15653688300813628,0.13271435685392605,0.5501785
6,checkoutservice-hipstershop.CartService/EmptyCart,api,0.5588435,0.35424754,0.062353954,0.088467605,0.09371982,0.101031795,0.14500143,0.15790863,0.1839833,0.22770093,0.25739068,0.32646942,0.36734888,feat_pred,2.9660818479281956,0.15653688300813628,0.13271435685392605,0.5501785
7,checkoutservice-hipstershop.CartService/GetCart,api,0.37355322,0.5217671,0.45527667,0.43795544,0.43042988,0.42622417,0.42431706,0.4436707,0.49386942,0.51631355,0.5262466,0.55040663,0.5713384,feat,12.127334881993072,0.13735131804086928,0.1145932223611245,1.5270617
7,checkoutservice-hipstershop.CartService/GetCart,api,0.589253,0.03904666,0.11052146,0.04470519,0.050580636,0.053966463,0.05521665,0.055537265,0.05980735,0.053493816,0.03808858,0.03526308,0.062718384,feat_mean,12.127334881993072,0.13735131804086928,0.1145932223611245,1.5270617
7,checkoutservice-hipstershop.CartService/GetCart,api,0.45916688,0.5488417,0.3022354,0.44623178,0.36890343,0.3746542,0.44419178,0.45000577,0.54677856,0.62006813,0.57585585,0.71146375,0.3043442,feat_pred,12.127334881993072,0.13735131804086928,0.1145932223611245,1.5270617
8,checkoutservice-hipstershop.CheckoutService/PlaceOrder,api,0.37355322,0.59291875,0.55245334,0.575892,0.59355444,0.60766804,0.61921257,0.6249389,0.6386859,0.61592597,0.58329284,0.5886222,0.6087822,feat,9.641105244107244,0.18509985061731574,0.11857365376569685,1.3282809
8,checkoutservice-hipstershop.CheckoutService/PlaceOrder,api,0.5902909,0.14188944,0.29400158,0.28601846,0.3061672,0.28230914,0.27873558,0.2972953,0.26486394,0.2119942,0.15312892,0.11512714,0.1312341,feat_mean,9.641105244107244,0.18509985061731574,0.11857365376569685,1.3282809
8,checkoutservice-hipstershop.CheckoutService/PlaceOrder,api,0.40812773,0.758442,0.081626594,0.23547092,0.316109,0.34559712,0.52271444,0.5090681,0.5314235,0.5769626,0.7367269,0.69672614,0.75782466,feat_pred,9.641105244107244,0.18509985061731574,0.11857365376569685,1.3282809
9,checkoutservice-hipstershop.CurrencyService/Convert,api,0.507695,0.020260036,0.035990894,0.029179752,0.027029395,0.02626276,0.021826267,0.024046063,0.02270335,0.019226491,0.01831013,0.019001842,0.028303444,feat,0.0,0.16654820143465926,0.09482551666772135,0.0
9,checkoutservice-hipstershop.CurrencyService/Convert,api,0.6920139,0.04322579,0.03357626,0.019148253,0.013167356,0.01117715,0.011370414,0.0056201583,0.011034211,0.015635034,0.023106487,0.032522213,0.09562244,feat_mean,0.0,0.16654820143465926,0.09482551666772135,0.0
9,checkoutservice-hipstershop.CurrencyService/Convert,api,0.58180857,0.030332042,0.031474486,0.016612457,0.011517002,0.009451515,0.009170408,0.0037558444,0.0077158012,0.010646228,0.016632013,0.020694317,0.0742365,feat_pred,0.0,0.16654820143465926,0.09482551666772135,0.0
10,checkoutservice-hipstershop.EmailService/SendOrderConfirmation,api,0.3383581,0.04334855,0.1646564,0.116500616,0.10763168,0.09415507,0.08547354,0.08030295,0.045240164,0.041594386,0.040991426,0.04728985,0.052673817,feat,0.0,0.1787476649650904,0.09619090334205317,0.08801355
10,checkoutservice-hipstershop.EmailService/SendOrderConfirmation,api,0.5955961,0.16282742,0.10571306,0.060095616,0.0593578,0.058781557,0.069786996,0.060829096,0.06362536,0.08404836,0.12127738,0.21115255,0.28005135,feat_mean,0.0,0.1787476649650904,0.09619090334205317,0.08801355
10,checkoutservice-hipstershop.EmailService/SendOrderConfirmation,api,0.40188903,0.22476044,0.076157294,0.08095367,0.06790151,0.06359275,0.08186239,0.066828266,0.079963036,0.110496596,0.15975855,0.23854688,0.23295653,feat_pred,0.0,0.1787476649650904,0.09619090334205317,0.08801355
11,checkoutservice-hipstershop.PaymentService/Charge,api,0.37355322,0.06910527,0.086669326,0.04684317,0.043749213,0.058169365,0.057746768,0.0566988,0.049913347,0.046951175,0.046337664,0.10355836,0.13918209,feat,0.0,0.16605084423852573,0.09208396151753057,0.006052777
11,checkoutservice-hipstershop.PaymentService/Charge,api,0.59232914,0.051164046,0.07407654,0.03602289,0.027409686,0.023719218,0.022817971,0.012738567,0.020726101,0.026203282,0.034232087,0.045341536,0.09317348,feat_mean,0.0,0.16605084423852573,0.09208396151753057,0.006052777
11,checkoutservice-hipstershop.PaymentService/Charge,api,0.44739783,0.029550845,0.08012932,0.025740955,0.022318052,0.019259954,0.017128464,0.009173983,0.014422089,0.016662044,0.020737458,0.02356329,0.055470455,feat_pred,0.0,0.16605084423852573,0.09208396151753057,0.006052777
12,checkoutservice-hipstershop.ProductCatalogService/GetProduct,api,0.4489912,0.029510498,0.35115337,0.32931995,0.36049843,0.38314438,0.41082,0.03448534,0.035838246,0.03649199,0.03689325,0.034866452,0.03448236,feat,0.0,0.24468229423504867,0.08115335021971312,0.0
12,checkoutservice-hipstershop.ProductCatalogService/GetProduct,api,0.65742254,0.0015814826,0.3463042,0.28593427,0.2945922,0.28478992,0.28391168,0.04873043,0.023843985,0.015152825,0.033185046,0.004790786,0.063627176,feat_mean,0.0,0.24468229423504867,0.08115335021971312,0.0
12,checkoutservice-hipstershop.ProductCatalogService/GetProduct,api,0.5247372,0.0010918262,0.31420025,0.23346634,0.26131806,0.25334823,0.24695688,0.04495186,0.020100392,0.011333732,0.0207514,0.0029228695,0.03312642,feat_pred,0.0,0.24468229423504867,0.08115335021971312,0.0
13,checkoutservice-hipstershop.ShippingService/GetQuote,api,0.37355322,0.017600656,0.08090067,0.03883493,0.043657303,0.034380317,0.030466676,0.02752614,0.023914695,0.023720264,0.019451857,0.021401942,0.026298165,feat,0.0,0.16365025230146035,0.09885463439093503,0.0069407523
13,checkoutservice-hipstershop.ShippingService/GetQuote,api,0.58897895,0.046653464,0.07137144,0.03805177,0.026314251,0.022114938,0.020546341,0.01009339,0.019064121,0.024300188,0.031363107,0.040035326,0.08162862,feat_mean,0.0,0.16365025230146035,0.09885463439093503,0.0069407523
13,checkoutservice-hipstershop.ShippingService/GetQuote,api,0.456023,0.027997933,0.078312196,0.028238837,0.021878112,0.018300513,0.015644155,0.007590004,0.014245792,0.016474385,0.019231888,0.020349186,0.046625543,feat_pred,0.0,0.16365025230146035,0.09885463439093503,0.0069407523
14,checkoutservice-hipstershop.ShippingService/ShipOrder,api,0.37355322,0.029760063,0.06791556,0.04548669,0.04686761,0.042910814,0.041956186,0.03724253,0.03624606,0.038140297,0.04103148,0.03527826,0.034214914,feat,0.0,0.19345731648191933,0.08884402114062227,0.0
14,checkoutservice-hipstershop.ShippingService/ShipOrder,api,0.5872809,0.08061421,0.06266076,0.04395951,0.03375323,0.02971673,0.03158178,0.018771555,0.029555358,0.038647484,0.053037666,0.07103927,0.13666755,feat_mean,0.0,0.19345731648191933,0.08884402114062227,0.0
14,checkoutservice-hipstershop.ShippingService/ShipOrder,api,0.42843866,0.052405957,0.05433457,0.029324967,0.023808563,0.020596705,0.021055728,0.012109595,0.019464679,0.024555547,0.03300883,0.039182886,0.08123105,feat_pred,0.0,0.19345731648191933,0.08884402114062227,0.0
15,currencyservice-grpc.hipstershop.CurrencyService/Convert,api,0.62850887,0.047873497,0.5247741,0.27080107,0.36386633,0.4485011,0.5256853,0.727293,0.7487469,0.56156063,0.3891611,0.04081309,0.18743336,feat,0.0,0.3517633689270833,0.11388266952845609,0.06644896
15,currencyservice-grpc.hipstershop.CurrencyService/Convert,api,0.7958121,0.07472999,0.43080273,0.3486985,0.4730396,0.55453926,0.60548353,0.6303485,0.58167446,0.42244747,0.28059253,0.07021102,0.17704462,feat_mean,0.0,0.3517633689270833,0.11388266952845609,0.06644896
15,currencyservice-grpc.hipstershop.CurrencyService/Convert,api,0.6816869,0.059447728,0.4972517,0.25365916,0.3824897,0.46639374,0.49788824,0.59010273,0.569447,0.40896705,0.25393248,0.043022353,0.13683747,feat_pred,0.0,0.3517633689270833,0.11388266952845609,0.06644896
16,currencyservice-grpc.hipstershop.CurrencyService/GetSupportedCurrencies,api,0.67858976,0.027885258,0.41021633,0.9049578,0.91585064,0.88787556,0.87081814,0.70760536,0.44700813,0.24757957,0.21232319,0.046245575,0.13039005,feat,0.0,0.18427199427916668,0.07402535653839301,0.12836821
16,currencyservice-grpc.hipstershop.CurrencyService/GetSupportedCurrencies,api,0.84105295,0.050191227,0.56236994,0.83576703,0.8308199,0.75050783,0.7122094,0.46525243,0.30271614,0.19132732,0.16285555,0.06253548,0.13248861,feat_mean,0.0,0.18427199427916668,0.07402535653839301,0.12836821
16,currencyservice-grpc.hipstershop.CurrencyService/GetSupportedCurrencies,api,0.713999,0.046930242,0.68221444,0.859736,0.84925276,0.7767512,0.7278342,0.46544102,0.3084737,0.19918394,0.17518331,0.06719127,0.11640447,feat_pred,0.0,0.18427199427916668,0.07402535653839301,0.12836821
17,emailservice-/hipstershop.EmailService/SendOrderConfirmation,api,0.3383581,0.048094034,0.5103879,0.342371,0.2903862,0.22875786,0.17876911,0.22266197,0.2657652,0.21704102,0.14116287,0.03993368,0.034998298,feat,0.0,0.17794126697774687,0.10659167893417737,0.09396521
17,emailservice-/hipstershop.EmailService/SendOrderConfirmation,api,0.574927,0.059173763,0.49481833,0.3077656,0.2593076,0.22791822,0.2013485,0.22039498,0.21626297,0.17197888,0.11088772,0.041192584,0.06636093,feat_mean,0.0,0.17794126697774687,0.10659167893417737,0.09396521
17,emailservice-/hipstershop.EmailService/SendOrderConfirmation,api,0.42655233,0.049353953,0.5667506,0.36227414,0.27864656,0.23956311,0.21404925,0.2192218,0.19950859,0.16526003,0.11451019,0.040892906,0.04460404,feat_pred,0.0,0.17794126697774687,0.10659167893417737,0.09396521
