node_id,node_name,node_type,0,1,2,3,4,5,6,7,8,9,10,11,12,13,feat_name,score,mean,std,dist
0,adservice-0,pod,0.053820442,0.0,0.4890139,0.59937024,0.0,0.0,0.0,0.0,0.067922726,0.19957173,0.0,0.0,0.28231525,0.758066,feat,0.0,0.38779830125000003,0.14678748279114062,0.06229719
0,adservice-0,pod,0.043376632,0.0014638698,0.49017915,0.57698953,2.4519812e-08,1.7648413e-09,1.7720364e-08,3.2716092e-09,0.081826,0.27530092,3.0944204e-08,3.6278852e-08,0.41512898,0.71210337,feat_mean,0.0,0.38779830125000003,0.14678748279114062,0.06229719
0,adservice-0,pod,0.056055944,7.273977e-05,0.49504957,0.596016,1.1388087e-09,4.352191e-12,6.5757877e-10,7.891013e-12,0.0650477,0.19695918,1.0703035e-09,1.9174056e-09,0.27615437,0.76984805,feat_pred,0.0,0.38779830125000003,0.14678748279114062,0.06229719
1,adservice-1,pod,0.016402243,0.0,0.014330387,0.013729095,0.0,0.0,0.0,0.0,0.049604155,0.40879363,0.0,0.0,0.0,0.75618124,feat,0.0,0.6700404118819444,0.09666091598535252,0.05330974
1,adservice-1,pod,0.023275826,0.0015770261,0.120704904,0.13323706,3.1356976e-07,2.895224e-09,3.992272e-08,4.026703e-09,0.08177152,0.46573102,1.6647907e-07,4.9248825e-07,0.33349112,0.70640016,feat_mean,0.0,0.6700404118819444,0.09666091598535252,0.05330974
1,adservice-1,pod,0.015584842,3.6516592e-06,0.03204443,0.0262857,3.065212e-07,5.5251625e-10,1.5149489e-08,2.151364e-10,0.058295462,0.43546885,1.8409656e-07,6.284897e-07,0.033258982,0.7597099,feat_pred,0.0,0.6700404118819444,0.09666091598535252,0.05330974
2,adservice-2,pod,0.01698814,0.0,0.0050885677,0.013120651,0.0,0.0,0.0,0.0,0.08829303,0.5284491,0.0,0.0,0.00927639,0.75650036,feat,0.0,0.7060357979097223,0.09464153751902397,0.052014872
2,adservice-2,pod,0.02824186,0.0016509774,0.15678991,0.17461517,3.8717727e-07,5.37925e-09,5.4904348e-08,8.067621e-09,0.09344688,0.53292406,2.1011483e-07,6.3688145e-07,0.34688675,0.7096812,feat_mean,0.0,0.7060357979097223,0.09464153751902397,0.052014872
2,adservice-2,pod,0.01751991,4.241325e-06,0.02973695,0.025053777,5.077491e-07,1.0203426e-09,2.1635671e-08,3.6207748e-10,0.08198669,0.5419204,2.862077e-07,1.038319e-06,0.033998817,0.7609122,feat_pred,0.0,0.7060357979097223,0.09464153751902397,0.052014872
3,adservice2-0,pod,0.09568925,0.0,0.96144116,0.9281707,0.0,0.0,0.0,0.0,0.110410795,0.67126966,0.0,0.0,0.92774,0.8073478,feat,1.6759510327596183,0.15800005470978276,0.11468597530133019,0.35020813
