0,1,2,3,4,5,6,7,8,9,10,11,12,13
0.046311516,0.0,0.51947594,0.6238501,0.0,0.0,0.0,0.0,0.042077396,0.19174814,0.0,0.0,0.39624357,0.6641386
0.013987767,0.0,0.061290026,0.06636906,0.0,0.0,0.0,0.0,0.039437227,0.42797595,0.0,0.0,0.22363567,0.6600745
0.015941424,0.0,0.052399397,0.06768799,0.0,0.0,0.0,0.0,0.062126283,0.49229664,0.0,0.0,0.23286462,0.65446997
0.04849727,0.0,0.9583396,0.96622574,0.0,0.0,0.0,0.0,0.03146888,0.6169338,0.0,0.0,0.9388616,0.44635558
0.06937059,0.0,0.78211665,0.77684975,0.0,0.0,0.0,0.0,0.06340109,0.5131625,0.0,0.0,0.12990904,0.6826418
0.0626324,0.0,0.89853173,0.8842344,0.0,0.0,0.0,0.0,0.061892595,0.51933795,0.0,0.0,0.75453925,0.69625634
0.066515125,0.0,0.8848446,0.88316745,0.0,0.0,0.0,0.0,0.04974692,0.5480539,0.0,0.0,0.79426694,0.6787404
0.044863306,0.0,0.9559808,0.9460589,0.0,0.0,0.0,0.0,0.044650912,0.58368593,0.0,0.0,0.7792288,0.5404529
0.04065679,0.06123015,0.14899111,0.15800428,0.0,0.0,0.0,0.0,0.054589987,0.53534555,0.0,0.0,0.26158404,0.6159116
0.03557152,0.034786895,0.2397561,0.21253979,0.0,0.0,0.0,0.0,0.050369006,0.59033495,0.0,0.0,0.29781103,0.6452037
0.034091208,0.03233776,0.14306116,0.13587093,0.0,0.0,0.0,0.0,0.051560007,0.52400005,0.0,0.0,0.31438017,0.6256156
0.009734729,0.0054648644,0.4578823,0.41385698,0.0,0.0,0.0,0.0,0.028086443,0.40481567,0.0,0.0,0.80966544,0.70847636
0.048422944,0.0,0.22175312,0.18126965,0.0,0.0,0.0,0.0,0.105143175,0.44740963,0.0,0.0,0.29309416,0.69538295
0.04621336,0.0,0.2375865,0.3431512,0.0,0.0,0.0,0.0,0.10605891,0.28432053,0.0,0.0,0.5632926,0.7203517
0.050277006,0.0,0.24569106,0.17823577,0.0,0.0,0.0,0.0,0.10049507,0.43236697,0.0,0.0,0.30502677,0.7084508
0.052459147,0.0,0.2936294,0.25121403,0.0,0.0,0.0,0.0,0.05976768,0.21766663,0.0,0.0,0.3317591,0.5819474
0.4196777,0.0,0.3420043,0.2295742,0.0,0.0,0.0,0.0,0.015409235,0.5426376,0.0,0.0,0.6886401,0.406598
0.44512555,0.0,0.43735504,0.29259968,0.0,0.0,0.0,0.0,0.016534906,0.34908584,0.0,0.0,0.676209,0.3868528
0.45481786,0.0,0.35844707,0.2393055,0.0,0.0,0.0,0.0,0.015461035,0.54492605,0.0,0.0,0.63186646,0.3868528
0.21138526,0.0,0.35491037,0.22861814,0.0,0.0,0.0,0.0,0.018231776,0.554474,0.0,0.0,0.68677235,0.49999997
0.102209665,0.0,0.23950136,0.2070893,0.0,0.0,0.0,0.0,0.20410764,0.3259431,0.0,0.0,0.46465254,0.73724437
0.099137,0.0,0.07909417,0.092043996,0.0,0.0,0.0,0.0,0.19746025,0.40753514,0.0,0.0,0.27203536,0.7047734
0.09671829,0.0,0.1386509,0.1382531,0.0,0.0,0.0,0.0,0.21079484,0.56922925,0.0,0.0,0.3675816,0.7094401
0.07796459,0.0,0.39181912,0.3433745,0.0,0.0,0.0,0.0,0.1062439,0.2664038,0.0,0.0,0.18597114,0.6205549
0.00090813375,0.0,0.45135355,0.6716007,0.0,0.0,0.0,0.0,0.011769522,0.45634395,0.0,0.0,0.3358307,0.3868528
0.0012627288,0.0,0.41628003,0.5049411,0.0,0.0,0.0,0.0,0.012834938,0.6491983,0.0,0.0,0.7162562,0.406598
0.000939335,0.0,0.23078322,0.4584329,0.0,0.0,0.0,0.0,0.012388505,0.442863,0.0,0.0,0.6958313,0.3868528
0.0014761289,0.0,0.37991452,0.4628358,0.0,0.0,0.0,0.0,0.0141670145,0.5092011,0.0,0.0,0.22547293,0.49999997
0.3564175,0.0,0.6531582,0.35097837,0.0,0.0,0.0,0.0,0.35528302,0.49098045,0.0,0.0,0.82841873,0.7412198
0.35490522,0.0,0.40950918,0.31681252,0.0,0.0,0.0,0.0,0.35390908,0.37654746,0.0,0.0,0.72529125,0.78088236
0.35569686,0.0,0.56736565,0.4037447,0.0,0.0,0.0,0.0,0.36571252,0.35039437,0.0,0.0,0.7991104,0.741505
0.14607172,0.0016749087,0.5881095,0.38733053,0.0,0.0,0.0,0.0,0.15924908,0.28330564,0.0,0.0,0.6756964,0.62132365
0.3109242,0.0,0.23104286,0.15400839,0.0,0.0,0.0,0.0,0.1165578,0.37265217,0.0,0.0,0.63542795,0.6799927
0.304798,0.0,0.37528324,0.21993732,0.0,0.0,0.0,0.0,0.12653601,0.45425385,0.0,0.0,0.56482744,0.68419755
0.32095337,0.0,0.5963974,0.34491348,0.0,0.0,0.0,0.0,0.10791898,0.43779182,0.0,0.0,0.3535428,0.6863652
0.043644667,0.0,0.52243614,0.41582108,0.0,0.0,0.0,0.0,0.07782647,0.5601634,0.0,0.0,0.52621126,0.7863822
0.005756918,0.0,0.34392107,0.18265224,0.0,0.0,0.0,0.0,0.029509224,0.4664278,0.0,0.0,0.4929638,0.5921727
0.0056575155,0.0,0.33669984,0.34481406,0.0,0.0,0.0,0.0,0.035088655,0.5659212,0.0,0.0,0.5499406,0.5921727
0.005507006,0.0,0.15074539,0.1339606,0.0,0.0,0.0,0.0,0.041699193,0.53208804,0.0,0.0,0.5018134,0.6
0.005579123,0.0,0.23051596,0.20873928,0.0,0.0,0.0,0.0,0.018986654,0.7134133,0.0,0.0,0.56766415,0.6860932
