0,1,2,3,4,5,6,7,8,9,10,11,12
0.7409519,0.031279385,0.9001465,0.2544639,0.16999388,0.19048882,0.2164762,0.085357666,0.083117485,0.07690823,0.13268471,0.23037648,0.17052189
0.6084283,0.03011614,1.0,1.0,0.040377736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5554097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.72154653,0.33208656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40280858
0.7366179,0.16029346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45446935
0.6436105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5554097,0.07713938,0.087183714,0.060249686,0.054384828,0.045233846,0.04248786,0.036058307,0.032204866,0.031953335,0.03436947,0.042880535,0.20268297
0.5554097,0.04847765,0.09976971,0.08863932,0.079972565,0.072021484,0.066125154,0.06134534,0.057250142,0.04809934,0.03130573,0.018512905,0.022192597
0.5554097,0.16574144,0.29594797,0.29642487,0.29256696,0.28817642,0.28563744,0.28069872,0.28359908,0.22284395,0.1464715,0.11201,0.1239872
0.64935315,0.023011446,0.027149618,0.028813899,0.029200256,0.030646801,0.022060812,0.02227813,0.022813737,0.020445466,0.021882236,0.024766624,0.0406757
0.5554097,0.17244637,0.10844588,0.06514406,0.0631237,0.054123163,0.047959328,0.05098653,0.033676386,0.038743377,0.0594728,0.2531178,0.3686962
0.5554097,0.020497978,0.07441163,0.036238194,0.03250146,0.03199041,0.018771648,0.01867795,0.01658976,0.016513646,0.01837945,0.023325145,0.03137362
0.60148084,0.028955579,0.348279,0.3064804,0.2902298,0.2923107,0.3269329,0.030423641,0.032146573,0.034045577,0.0357399,0.03604448,0.041505456
0.5554097,0.02245009,0.07215202,0.034660935,0.04076445,0.035915613,0.03560388,0.035445213,0.03365314,0.034721136,0.03035438,0.029985964,0.036285043
0.5554097,0.03340453,0.056984663,0.034454584,0.03457606,0.031987548,0.03256321,0.031276584,0.03265798,0.035988927,0.04096663,0.039073944,0.046968102
0.72473794,0.044081032,0.45369053,0.3526106,0.49237347,0.57783985,0.66623735,0.7020874,0.6439228,0.45861435,0.29982853,0.03272915,0.1915003
0.73885256,0.02494508,0.58688664,0.8850012,0.859045,0.77041054,0.74581146,0.49664688,0.32424355,0.19674397,0.18290329,0.048124313,0.1848334
0.5554097,0.04974985,0.49899912,0.33273602,0.2861948,0.23334026,0.19153214,0.21297741,0.23230743,0.20432281,0.14349556,0.04360175,0.04342556
0.74015164,0.02892232,0.8376522,0.020691156,0.01857686,0.017102003,0.01828599,0.024152756,0.031625986,0.03979349,0.040882587,0.048631907,0.10964751
0.6084283,0.021735787,0.3648262,0.34459424,0.09439254,0.023403883,0.021718979,0.02137661,0.021106124,0.02017051,0.019880474,0.02209872,0.029205024
0.7347528,0.013584971,0.852968,0.3344375,0.33200586,0.30640137,0.19825327,0.028110027,0.023261905,0.020746112,0.019746661,0.012762129,0.04790628
0.5554097,0.1681453,0.256742,0.26033878,0.25940454,0.25754845,0.25841266,0.2614376,0.27233535,0.23062563,0.15873349,0.12411022,0.13897836
0.72101593,0.035706162,0.17255592,0.05588305,0.06258702,0.06336081,0.059054375,0.055355787,0.049996614,0.034640074,0.037406445,0.038992524,0.064115524
0.7381939,0.017263055,0.39484215,0.03790438,0.0273813,0.024451971,0.026051879,0.02741301,0.029667139,0.02586317,0.028508663,0.015999913,0.04605651
0.6273889,0.03766477,0.056089073,0.34893787,0.3669384,0.19130397,0.19338167,0.18326938,0.010123372,0.011861086,0.016162038,0.022511005,0.121519685
0.7379338,0.008600056,0.085077345,0.0088709,0.008892775,0.008972406,0.009064853,0.009002447,0.009496689,0.00897944,0.00826025,0.007816136,0.085267186
0.6434868,0.030108213,0.052307487,0.040065885,0.028432608,0.023411155,0.026120782,0.028062701,0.030826092,0.037292838,0.045274734,0.0554353,0.07423496
0.7507738,0.010141373,0.041707754,0.013686538,0.011702299,0.011676192,0.013133645,0.015884042,0.016613007,0.01688087,0.01796019,0.019786716,0.032704353
0.6867775,0.013534665,0.0472672,0.021106243,0.0251503,0.017158866,0.018670201,0.020163774,0.024087667,0.016124964,0.022515476,0.02944535,0.04442346
0.5554097,0.029970884,0.6852374,0.3395548,0.1694603,0.1330595,0.10908413,0.07348251,0.029316783,0.028989434,0.02780062,0.030125022,0.03332454
0.75394446,0.006171465,0.022316158,0.0052918196,0.005218327,0.0054029822,0.006079972,0.0064712763,0.006670952,0.007018566,0.008153856,0.006261587,0.08063793
0.73592085,0.18351245,0.65576816,0.59865665,0.5971651,0.65901184,0.739419,0.6012306,0.5250435,0.52423096,0.39532185,0.3996315,0.24903959
0.74152505,0.011314034,0.03618872,0.014735222,0.012423515,0.012372255,0.010345697,0.010966301,0.012497783,0.017284274,0.027999163,0.030897975,0.024151325
0.74152505,0.0103622675,0.036025286,0.01330471,0.011780858,0.011341929,0.00967133,0.010086775,0.012140274,0.01603806,0.024653435,0.02718401,0.021995604
0.6614548,0.031677783,0.7655113,0.21369076,0.28262615,0.2568531,0.17446995,0.18666267,0.11044979,0.041090608,0.033968568,0.04145515,0.17119622
0.5554097,0.051439762,0.568166,0.09972119,0.061817527,0.061828375,0.06259751,0.06465167,0.06519556,0.06686717,0.05983126,0.056344748,0.061589897
