0,1,2,3,4,5,6,7,8,9,10,11,12,13
0.34406286,0.26395318,0.2829901,0.27210534,0.27556798,0.28193492,0.27293855,0.2911197,0.274858,0.26296133,0.2523463,0.24131063,0.24302343,0.24343312
0.34425905,0.43523136,0.43875676,0.4276614,0.44159007,0.4254717,0.41709122,0.4297762,0.44685388,0.46111086,0.47676697,0.47757655,0.47754622,0.4762149
0.34419608,0.2616895,0.31404367,0.28462967,0.27607054,0.25050408,0.24830486,0.24846373,0.25010064,0.25420907,0.25114664,0.17519435,0.17908373,0.18003644
0.34408015,0.25995374,0.25371444,0.2629182,0.2764337,0.25538525,0.26331493,0.2682442,0.26953745,0.26681358,0.2539501,0.2516509,0.25219226,0.25073802
0.34419608,0.33905226,0.3559023,0.34004894,0.3550732,0.34908313,0.3630165,0.35773933,0.33782494,0.3248432,0.30380014,0.29133692,0.28248844,0.28057462
0.34419608,0.4495568,0.47059655,0.46637326,0.47343934,0.45316106,0.43606338,0.4417883,0.46091887,0.4752922,0.48621073,0.48766947,0.48832437,0.48624575
0.3594421,0.28311566,0.3164991,0.32583773,0.34593958,0.40746826,0.45767063,0.53235286,0.48436308,0.34994587,0.33181703,0.33914885,0.33834422,0.33277264
0.34419608,0.24532506,0.2953314,0.26290563,0.2271437,0.23243615,0.22954114,0.23257585,0.23715152,0.24454296,0.23532175,0.22863106,0.22486104,0.22407757
0.34419608,0.2792648,0.3596765,0.37745306,0.3781462,0.38183662,0.38702843,0.39040908,0.3903703,0.3035032,0.23145579,0.18571658,0.23117644,0.22726515
0.32890835,0.49222592,0.40206614,0.41985098,0.43455836,0.4466208,0.45689556,0.47491223,0.498472,0.53201985,0.55861175,0.5699933,0.5784346,0.58046514
0.46350822,0.31113702,0.4449892,0.4657922,0.42918158,0.41598874,0.3735712,0.32818058,0.3031287,0.27723208,0.26062417,0.25204593,0.24446175,0.24269949
0.46667317,0.7490314,0.80350477,0.7953562,0.7667891,0.762543,0.75993866,0.7612707,0.8104606,0.7981826,0.7814711,0.7719263,0.7646077,0.7631383
0.48433563,0.29884157,0.33618605,0.3169098,0.31022853,0.3579087,0.3935612,0.3978172,0.34542027,0.37551224,0.26701412,0.2564378,0.26175502,0.26102284
0.48433563,0.22617805,0.36264667,0.29945043,0.26373652,0.251463,0.25328505,0.24191423,0.21496554,0.27501452,0.21934406,0.21695216,0.20577419,0.20277894
0.46362484,0.2689352,0.16213806,0.1706996,0.15728286,0.16972749,0.18515962,0.1742208,0.19415866,0.23296732,0.29700592,0.30985767,0.30166134,0.3016294
0.46667317,0.7195111,0.8602112,0.7456578,0.74924177,0.7442945,0.62883943,0.7189062,0.7866261,0.8617542,0.84971774,0.8434608,0.8369952,0.83600694
0.48433563,0.26113555,0.26355803,0.27329817,0.26448923,0.30988523,0.32404,0.35375294,0.279811,0.24263006,0.24450362,0.25415745,0.25453225,0.25229028
0.56789035,0.80430216,0.5932019,0.61024594,0.5958015,0.601934,0.5575286,0.524482,0.8235788,0.7887671,0.7253408,0.70470834,0.6895983,0.6856604
0.7090873,0.750371,0.7560888,0.76281905,0.84443897,0.8071074,0.7619604,0.73083955,0.7524665,0.6889444,0.75527346,0.7682111,0.7549306,0.7463457
0.5316078,0.2024022,0.09339937,0.08658537,0.09438771,0.10932719,0.12502083,0.14833638,0.16236149,0.18634266,0.24984959,0.33507422,0.3164097,0.30655208
0.5675759,0.27209637,0.47282085,0.41825435,0.37707725,0.38123572,0.3801503,0.3814874,0.31326187,0.26025608,0.24720766,0.2339609,0.21557046,0.21200483
