0,1,2,3,4,5,6,7,8
0.5923088,0.46095505,0.5210713,0.5210262,0.0,0.0,0.90436274,0.9115764,0.210917
0.65056956,0.52212155,0.78864837,0.7885247,0.0,0.0,0.90433973,0.9147736,0.28153765
0.71126443,0.5952487,0.71589357,0.71570283,0.0,0.0,0.88144046,0.9321249,0.47496825
0.5579361,0.47651628,0.49942747,0.49929827,0.0,0.0,0.48090777,0.8398435,0.20500334
0.60691947,0.52557874,0.7715654,0.77124745,0.0,0.0,0.7118136,0.85245675,0.47685277
0.49169403,0.3992909,0.5458821,0.54537904,0.0,0.0,0.6708122,0.85424453,0.31723645
0.47061482,0.38582107,0.4797543,0.47956195,0.0,0.0,0.66084766,0.83654135,0.0
0.47201544,0.3815082,0.79413176,0.793886,0.0,0.0,0.706246,0.84227043,0.28461924
0.5562094,0.47341985,0.5995651,0.5994602,0.0,0.0,0.73092103,0.86511457,0.21522342
0.6468883,0.6289866,0.8229114,0.8228136,0.0,0.0,0.7995458,0.84597814,0.54154485
0.667299,0.5380071,0.50494814,0.504668,0.0,0.0,0.8068761,0.77864295,0.30903697
0.7374459,0.6291914,0.6148859,0.61464113,0.0,0.0,0.8757325,0.9011695,0.4452887
0.7093464,0.652527,0.6285015,0.6283798,0.0,0.0,0.90472406,0.9183051,0.5108269
0.39558777,0.30852613,0.5051679,0.50502586,0.0,0.0,0.6658206,0.8334624,0.26425675
0.59176224,0.5182697,0.71447337,0.7143711,0.0,0.0,0.549795,0.5924089,0.22064191
0.61571896,0.54128516,0.6949679,0.69487,0.0,0.0,0.73757905,0.86056024,0.24364714
0.5832459,0.50385326,0.65666676,0.6562828,0.0,0.0,0.55700165,0.82857287,0.4544895
0.716345,0.59565157,0.7776263,0.7773153,0.0,0.0,0.88881606,0.93052423,0.46124995
0.69574213,0.5705685,0.5907632,0.5897534,0.0,0.0,0.81795573,0.93192613,0.48802546
0.0,0.0,0.0,0.0,0.0,0.0,0.81380546,0.91825604,0.29824275
0.5350235,0.40432158,0.4612178,0.46077392,0.0,0.0,0.876475,0.7979184,0.20487075
0.5296997,0.4422845,0.49631858,0.4958033,0.0,0.0,0.68236095,0.78521144,0.4433251
0.41412067,0.32981563,0.652892,0.65265375,0.0,0.0,0.6540227,0.83220726,0.22008488
0.47513694,0.3821097,0.60772616,0.6072468,0.0,0.0,0.718124,0.8467197,0.47343326
0.62207067,0.53691185,0.69510865,0.694977,0.0,0.0,0.68242955,0.86363333,0.40091965
0.6020915,0.52731943,0.67188406,0.6717573,0.0,0.0,0.9080722,0.924839,0.37336004
0.5039788,0.4193553,0.45318088,0.452775,0.0,0.0,0.7006125,0.82419366,0.28081012
0.64244545,0.5090985,0.7149657,0.7145077,0.0,0.0,0.8457195,0.9144942,0.29772323
